player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
"Danilo,br BRA,""DF,MF"",Juventus,29,1991,34.0,32.0,2916.0,1.0,4.0,0.0,0.0,6.0,0.0,0.03,0.12,0.15,0.03,0.15,1.9,1.9,0.06,0.06,32.4,2.0,0.0,10.5,0.06,0.05,0.5,0.1,-0.9,-0.9,2184.0,2479.0,88.1,39579.0,12380.0,873.0,937.0,93.2,1094.0,1196.0,91.5,191.0,271.0,70.5,25.0,220.0,35.0,14.0,145.0,2272.0,201.0,52.0,2.0,16.0,39.0,0.0,0.0,0.0,0.0,149.0,6.0,32.0,66.0,2.04,59.0,1.0,1.0,2.0,1.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0,62.0,31.0,37.0,16.0,9.0,35.0,66.0,53.0,31.0,32.0,12.0,20.0,66.0,68.0,2.0,2733.0,147.0,836.0,1561.0,366.0,21.0,2733.0,22.0,25.0,88.0,2007.0,18.0,9.0,0.0,25.0,20.0,2.0,0.0,0.0,0.0,213.0,30.0,20.0,60.0"
"Andrea Danzi,it ITA,""MF,DF"",Hellas Verona,21,1999,2.0,1.0,104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,21.0,36.0,58.3,374.0,185.0,10.0,15.0,66.7,7.0,12.0,58.3,3.0,3.0,100.0,1.0,3.0,0.0,0.0,1.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,45.0,3.0,14.0,27.0,4.0,0.0,45.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0"
Ebrima Darboe,gm GAM,MF,Roma,19,2001,5.0,4.0,323.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,248.0,264.0,93.9,4397.0,1416.0,102.0,107.0,95.3,119.0,123.0,96.7,24.0,27.0,88.9,2.0,26.0,0.0,0.0,23.0,260.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.78,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,3.0,10.0,30.0,7.0,3.0,0.0,3.0,8.0,0.0,1.0,288.0,5.0,65.0,200.0,27.0,0.0,288.0,3.0,4.0,75.0,211.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,40.0,2.0,4.0,33.3
Matteo Darmian,it ITA,DF,Inter,30,1989,26.0,14.0,1160.0,3.0,3.0,0.0,0.0,4.0,0.0,0.23,0.23,0.47,0.23,0.47,1.5,1.5,0.12,0.12,12.9,4.0,0.0,44.4,0.31,0.33,0.75,0.17,1.5,1.5,418.0,515.0,81.2,6743.0,2233.0,225.0,247.0,91.1,158.0,186.0,84.9,27.0,50.0,54.0,10.0,13.0,14.0,8.0,25.0,408.0,102.0,7.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,95.0,5.0,13.0,29.0,2.25,19.0,4.0,1.0,1.0,2.0,4.0,0.31,3.0,0.0,0.0,0.0,1.0,0.0,30.0,16.0,12.0,7.0,11.0,16.0,28.0,57.1,12.0,9.0,2.0,7.0,17.0,35.0,0.0,623.0,46.0,192.0,215.0,219.0,26.0,623.0,2.0,9.0,22.2,358.0,7.0,5.0,0.0,21.0,16.0,2.0,1.0,1.0,0.0,42.0,13.0,9.0,59.1
Matteo Darmian,it ITA,DF,Parma,30,1989,3.0,2.0,208.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,104.0,74.0,1219.0,368.0,41.0,47.0,87.2,32.0,37.0,86.5,4.0,13.0,30.8,1.0,2.0,0.0,0.0,3.0,81.0,22.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,1.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,3.0,0.0,4.0,7.0,57.1,3.0,2.0,0.0,2.0,6.0,7.0,0.0,122.0,7.0,56.0,48.0,21.0,0.0,122.0,1.0,1.0,100.0,69.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,50.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,25,1995,30.0,22.0,1860.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.09,0.09,20.7,4.0,0.0,26.7,0.19,0.0,0.0,0.13,-1.9,-1.9,741.0,901.0,82.2,12832.0,4243.0,326.0,368.0,88.6,344.0,399.0,86.2,61.0,102.0,59.8,5.0,35.0,4.0,0.0,34.0,852.0,45.0,31.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,14.0,4.0,9.0,15.0,0.73,8.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,28.0,30.0,10.0,2.0,14.0,24.0,58.3,10.0,28.0,19.0,9.0,27.0,62.0,1.0,1113.0,129.0,555.0,461.0,102.0,20.0,1113.0,7.0,9.0,77.8,586.0,14.0,3.0,0.0,39.0,8.0,2.0,0.0,0.0,0.0,120.0,41.0,51.0,44.6
Sebastien De Maio,fr FRA,DF,Udinese,33,1987,15.0,9.0,853.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.04,0.04,9.5,1.0,0.0,16.7,0.11,0.0,0.0,0.07,-0.4,-0.4,310.0,368.0,84.2,5849.0,2117.0,106.0,117.0,90.6,166.0,183.0,90.7,31.0,54.0,57.4,0.0,6.0,1.0,0.0,14.0,351.0,16.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.74,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,6.0,9.0,0.0,4.0,5.0,80.0,1.0,16.0,9.0,7.0,18.0,41.0,0.0,472.0,62.0,231.0,232.0,13.0,7.0,472.0,0.0,0.0,0.0,238.0,5.0,2.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,61.0,25.0,18.0,58.1
Rodrigo De Paul,ar ARG,MF,Udinese,26,1994,36.0,36.0,3201.0,9.0,9.0,3.0,3.0,5.0,2.0,0.25,0.25,0.51,0.17,0.42,6.2,3.8,0.17,0.11,35.6,19.0,10.0,24.1,0.53,0.08,0.32,0.05,2.8,2.2,1549.0,2134.0,72.6,30867.0,10627.0,597.0,707.0,84.4,639.0,817.0,78.2,267.0,475.0,56.2,82.0,210.0,86.0,24.0,216.0,1813.0,300.0,176.0,12.0,38.0,262.0,111.0,31.0,65.0,0.0,13.0,21.0,38.0,177.0,4.98,102.0,37.0,15.0,9.0,13.0,18.0,0.51,12.0,1.0,2.0,2.0,1.0,0.0,41.0,24.0,17.0,22.0,2.0,15.0,60.0,25.0,45.0,32.0,1.0,31.0,17.0,20.0,1.0,2523.0,21.0,352.0,1249.0,978.0,59.0,2520.0,122.0,182.0,67.0,1846.0,93.0,56.0,1.0,33.0,125.0,1.0,0.0,1.0,0.0,208.0,5.0,11.0,31.3
Mattia De Sciglio,it ITA,DF,Juventus,27,1992,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,9.0,12.0,75.0,126.0,12.0,5.0,6.0,83.3,4.0,4.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,4.0,4.0,6.0,1.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lorenzo De Silvestri,it ITA,DF,Bologna,32,1988,29.0,25.0,2143.0,2.0,0.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,2.1,2.1,0.09,0.09,23.8,6.0,0.0,54.5,0.25,0.18,0.33,0.19,-0.1,-0.1,954.0,1283.0,74.4,16287.0,7523.0,441.0,507.0,87.0,406.0,534.0,76.0,87.0,180.0,48.3,13.0,94.0,18.0,9.0,70.0,1061.0,221.0,33.0,0.0,7.0,43.0,0.0,0.0,0.0,0.0,188.0,1.0,27.0,27.0,1.13,20.0,3.0,0.0,1.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,34.0,24.0,18.0,13.0,3.0,16.0,37.0,43.2,21.0,37.0,10.0,27.0,30.0,62.0,3.0,1495.0,90.0,507.0,720.0,283.0,25.0,1495.0,3.0,4.0,75.0,871.0,13.0,13.0,0.0,42.0,18.0,1.0,0.0,0.0,0.0,97.0,49.0,35.0,58.3
"Grégoire Defrel,mq MTQ,""MF,FW"",Sassuolo,29,1991,28.0,14.0,1336.0,3.0,3.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.2,0.4,2.1,2.1,0.14,0.14,14.8,9.0,0.0,40.9,0.61,0.14,0.33,0.1,0.9,0.9,360.0,413.0,87.2,4719.0,942.0,222.0,240.0,92.5,90.0,102.0,88.2,13.0,18.0,72.2,19.0,22.0,11.0,0.0,30.0,397.0,16.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,36.0,2.43,30.0,1.0,1.0,1.0,3.0,5.0,0.34,4.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0,5.0,5.0,3.0,5.0,13.0,38.5,8.0,9.0,0.0,9.0,7.0,5.0,0.0,545.0,8.0,57.0,241.0,254.0,45.0,545.0,14.0,26.0,53.8,397.0,33.0,14.0,0.0,14.0,20.0,5.0,0.0,0.0,0.0,41.0,13.0,21.0,38.2"
Alessandro Deiola,it ITA,MF,Spezia,24,1995,12.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.06,0.06,4.0,1.0,1.0,20.0,0.25,0.0,0.0,0.04,-0.2,-0.2,117.0,156.0,75.0,2153.0,449.0,51.0,57.0,89.5,45.0,55.0,81.8,16.0,29.0,55.2,8.0,7.0,0.0,0.0,8.0,146.0,10.0,4.0,0.0,4.0,8.0,5.0,0.0,4.0,0.0,1.0,0.0,6.0,10.0,2.49,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,3.0,1.0,5.0,13.0,38.5,8.0,3.0,1.0,2.0,3.0,1.0,0.0,183.0,8.0,35.0,96.0,55.0,7.0,183.0,2.0,2.0,100.0,122.0,6.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,21.0,3.0,4.0,42.9
Alessandro Deiola,it ITA,MF,Cagliari,24,1995,12.0,7.0,615.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.03,6.8,1.0,0.0,16.7,0.15,0.0,0.0,0.04,-0.2,-0.2,197.0,241.0,81.7,3340.0,872.0,104.0,121.0,86.0,67.0,77.0,87.0,23.0,32.0,71.9,6.0,16.0,3.0,3.0,12.0,240.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,1.9,10.0,0.0,0.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,5.0,4.0,4.0,8.0,23.0,34.8,15.0,7.0,2.0,5.0,11.0,11.0,0.0,310.0,17.0,94.0,160.0,60.0,3.0,310.0,1.0,1.0,100.0,176.0,7.0,4.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,44.0,7.0,3.0,70.0
Lorenzo Del Pinto,it ITA,MF,Benevento,30,1990,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,65.0,29.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Dell'Orco,it ITA,DF,Spezia,26,1994,8.0,2.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,112.0,143.0,78.3,2023.0,655.0,50.0,55.0,90.9,50.0,58.0,86.2,11.0,24.0,45.8,0.0,4.0,0.0,0.0,3.0,121.0,22.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,8.0,5.0,3.0,7.0,9.0,1.0,172.0,20.0,77.0,80.0,18.0,2.0,172.0,0.0,0.0,0.0,87.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,17.0,7.0,5.0,58.3
Merih Demiral,tr TUR,DF,Juventus,22,1998,15.0,10.0,940.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,0.04,0.04,10.4,2.0,0.0,33.3,0.19,0.0,0.0,0.08,-0.5,-0.5,587.0,625.0,93.9,10490.0,3345.0,209.0,219.0,95.4,333.0,343.0,97.1,38.0,52.0,73.1,4.0,20.0,0.0,0.0,17.0,605.0,20.0,15.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,9.0,0.86,6.0,1.0,0.0,2.0,0.0,1.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,8.0,4.0,0.0,5.0,13.0,38.5,8.0,16.0,9.0,7.0,21.0,40.0,0.0,733.0,95.0,387.0,326.0,24.0,10.0,733.0,2.0,4.0,50.0,532.0,3.0,2.0,0.0,11.0,1.0,2.0,0.0,1.0,0.0,32.0,22.0,11.0,66.7
Diego Demme,de GER,MF,Napoli,28,1991,24.0,20.0,1590.0,2.0,3.0,0.0,0.0,6.0,0.0,0.11,0.17,0.28,0.11,0.28,1.2,1.2,0.07,0.07,17.7,6.0,0.0,42.9,0.34,0.14,0.33,0.08,0.8,0.8,1110.0,1254.0,88.5,17972.0,4108.0,572.0,604.0,94.7,413.0,456.0,90.6,94.0,125.0,75.2,20.0,119.0,15.0,1.0,73.0,1225.0,23.0,22.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,22.0,33.0,1.87,30.0,0.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,56.0,32.0,26.0,22.0,8.0,23.0,63.0,36.5,40.0,14.0,1.0,13.0,11.0,15.0,1.0,1405.0,48.0,278.0,891.0,246.0,21.0,1405.0,7.0,14.0,50.0,1080.0,14.0,18.0,0.0,33.0,28.0,1.0,0.0,0.0,0.0,113.0,5.0,16.0,23.8
Stefano Denswil,nl NED,DF,Bologna,27,1993,5.0,1.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,82.0,78.0,1314.0,454.0,19.0,24.0,79.2,35.0,37.0,94.6,9.0,14.0,64.3,0.0,6.0,1.0,0.0,5.0,73.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,1.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,88.0,2.0,37.0,36.0,15.0,0.0,88.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,75.0
Fabio Depaoli,it ITA,DF,Benevento,23,1997,15.0,14.0,1120.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.03,12.4,2.0,0.0,25.0,0.16,0.0,0.0,0.04,-0.3,-0.3,290.0,411.0,70.6,5133.0,2761.0,131.0,154.0,85.1,121.0,154.0,78.6,31.0,69.0,44.9,8.0,21.0,13.0,7.0,33.0,330.0,78.0,9.0,1.0,6.0,23.0,0.0,0.0,0.0,0.0,69.0,3.0,17.0,16.0,1.29,9.0,2.0,1.0,3.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,25.0,13.0,15.0,6.0,4.0,15.0,32.0,46.9,17.0,16.0,4.0,12.0,12.0,38.0,0.0,532.0,50.0,213.0,216.0,111.0,10.0,532.0,5.0,9.0,55.6,263.0,10.0,7.0,0.0,17.0,8.0,1.0,0.0,0.0,1.0,45.0,12.0,14.0,46.2
Fabio Depaoli,it ITA,MF,Sampdoria,23,1997,2.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.12,0.12,0.9,1.0,0.0,50.0,1.17,0.0,0.0,0.05,-0.1,-0.1,10.0,16.0,62.5,158.0,80.0,7.0,10.0,70.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,2.0,0.0,0.0,2.0,15.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,1.0,6.0,19.0,3.0,25.0,1.0,1.0,100.0,16.0,4.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Fabio Depaoli,it ITA,DF,Atalanta,23,1997,5.0,3.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,99.0,81.8,1070.0,445.0,51.0,56.0,91.1,22.0,26.0,84.6,3.0,6.0,50.0,3.0,4.0,0.0,0.0,8.0,86.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,4.0,3.0,1.41,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,50.0,1.0,4.0,0.0,4.0,3.0,2.0,0.0,124.0,2.0,17.0,60.0,47.0,4.0,124.0,1.0,2.0,50.0,82.0,5.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,40.0
Kastriot Dermaku,al ALB,DF,Parma,28,1992,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,40.0,87.5,693.0,193.0,8.0,9.0,88.9,24.0,26.0,92.3,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,8.0,0.0,53.0,15.0,34.0,19.0,0.0,0.0,53.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Kiril Despodov,bg BUL,FW,Cagliari,23,1996,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mattia Destro,it ITA,FW,Genoa,29,1991,29.0,22.0,1606.0,11.0,1.0,0.0,0.0,5.0,0.0,0.62,0.06,0.67,0.62,0.67,6.2,6.2,0.35,0.35,17.8,22.0,0.0,59.5,1.23,0.3,0.5,0.17,4.8,4.8,187.0,275.0,68.0,2422.0,442.0,118.0,160.0,73.8,37.0,59.0,62.7,10.0,17.0,58.8,7.0,10.0,3.0,1.0,10.0,249.0,26.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,17.0,0.95,9.0,0.0,4.0,2.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,3.0,2.0,9.0,22.2,7.0,11.0,0.0,11.0,4.0,8.0,0.0,455.0,10.0,38.0,236.0,189.0,79.0,455.0,24.0,52.0,46.2,341.0,44.0,20.0,0.0,39.0,37.0,22.0,0.0,0.0,0.0,40.0,34.0,61.0,35.8
"Gerard Deulofeu,es ESP,""FW,MF"",Udinese,26,1994,13.0,7.0,598.0,1.0,1.0,0.0,0.0,0.0,0.0,0.15,0.15,0.3,0.15,0.3,1.4,1.4,0.21,0.21,6.6,9.0,1.0,52.9,1.35,0.06,0.11,0.08,-0.4,-0.4,166.0,248.0,66.9,2299.0,622.0,97.0,122.0,79.5,50.0,70.0,71.4,9.0,24.0,37.5,7.0,10.0,12.0,1.0,18.0,219.0,29.0,2.0,2.0,0.0,30.0,18.0,9.0,4.0,0.0,6.0,0.0,14.0,20.0,3.01,15.0,1.0,1.0,0.0,3.0,4.0,0.6,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,12.0,16.7,10.0,2.0,0.0,2.0,3.0,0.0,0.0,313.0,2.0,22.0,92.0,202.0,45.0,313.0,9.0,21.0,42.9,232.0,21.0,10.0,0.0,7.0,6.0,11.0,1.0,0.0,0.0,29.0,0.0,5.0,0.0"
"Jacopo Dezi,it ITA,""FW,MF"",Parma,28,1992,2.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.07,0.07,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,33.0,44.0,75.0,455.0,90.0,19.0,20.0,95.0,11.0,16.0,68.8,2.0,6.0,33.3,1.0,2.0,1.0,0.0,3.0,36.0,8.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,3.0,6.0,50.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,55.0,0.0,6.0,27.0,22.0,2.0,55.0,0.0,0.0,0.0,37.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0"
