player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Mário Rui,pt POR,DF,Napoli,29,1991,27.0,17.0,1669.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,0.9,0.9,0.05,0.05,18.5,2.0,2.0,10.5,0.11,0.0,0.0,0.05,-0.9,-0.9,1133.0,1386.0,81.7,17610.0,5940.0,631.0,679.0,92.9,384.0,461.0,83.3,87.0,171.0,50.9,31.0,59.0,21.0,12.0,67.0,1181.0,199.0,53.0,1.0,5.0,83.0,21.0,10.0,4.0,0.0,125.0,6.0,28.0,61.0,3.29,45.0,8.0,2.0,1.0,3.0,5.0,0.27,4.0,1.0,0.0,0.0,0.0,0.0,24.0,13.0,17.0,6.0,1.0,17.0,33.0,51.5,16.0,17.0,4.0,13.0,28.0,29.0,1.0,1536.0,48.0,428.0,716.0,406.0,20.0,1536.0,13.0,20.0,65.0,1057.0,24.0,4.0,0.0,17.0,41.0,3.0,0.0,0.0,0.0,106.0,9.0,13.0,40.9
Fabián Ruiz Peña,es ESP,MF,Napoli,24,1996,33.0,29.0,2569.0,3.0,1.0,0.0,0.0,1.0,0.0,0.11,0.04,0.14,0.11,0.14,2.0,2.0,0.07,0.07,28.5,15.0,1.0,34.9,0.53,0.07,0.2,0.05,1.0,1.0,1884.0,2110.0,89.3,32946.0,8928.0,924.0,989.0,93.4,656.0,706.0,92.9,244.0,298.0,81.9,40.0,206.0,39.0,2.0,143.0,2036.0,69.0,59.0,0.0,38.0,23.0,7.0,2.0,1.0,0.0,3.0,5.0,31.0,114.0,3.99,96.0,1.0,2.0,7.0,2.0,12.0,0.42,9.0,0.0,1.0,0.0,2.0,0.0,58.0,31.0,26.0,21.0,11.0,25.0,70.0,35.7,45.0,33.0,3.0,30.0,36.0,32.0,1.0,2378.0,73.0,457.0,1378.0,569.0,39.0,2378.0,28.0,34.0,82.4,1860.0,23.0,20.0,0.0,11.0,26.0,1.0,0.0,1.0,0.0,186.0,15.0,7.0,68.2
Alexis Saelemaekers,be BEL,MF,Milan,21,1999,32.0,27.0,2016.0,2.0,4.0,0.0,0.0,7.0,1.0,0.09,0.18,0.27,0.09,0.27,2.4,2.4,0.11,0.11,22.4,7.0,0.0,25.0,0.31,0.07,0.29,0.09,-0.4,-0.4,679.0,860.0,79.0,8861.0,2127.0,417.0,482.0,86.5,190.0,233.0,81.5,21.0,51.0,41.2,30.0,50.0,23.0,9.0,48.0,844.0,15.0,2.0,1.0,2.0,47.0,4.0,2.0,2.0,0.0,9.0,1.0,19.0,85.0,3.8,65.0,0.0,8.0,1.0,10.0,9.0,0.4,7.0,0.0,0.0,0.0,2.0,0.0,43.0,26.0,20.0,18.0,5.0,19.0,60.0,31.7,41.0,29.0,1.0,28.0,25.0,6.0,0.0,1121.0,13.0,154.0,457.0,524.0,55.0,1121.0,37.0,61.0,60.7,802.0,61.0,20.0,1.0,29.0,34.0,6.0,1.0,0.0,0.0,113.0,7.0,16.0,30.4
Jacopo Sala,it ITA,DF,Spezia,28,1991,6.0,4.0,375.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,280.0,84.6,3953.0,1508.0,122.0,132.0,92.4,92.0,111.0,82.9,18.0,27.0,66.7,2.0,11.0,5.0,3.0,18.0,233.0,47.0,8.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,7.0,1.68,6.0,0.0,0.0,0.0,0.0,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,14.0,1.0,2.0,8.0,22.0,36.4,14.0,5.0,2.0,3.0,5.0,6.0,0.0,314.0,18.0,105.0,148.0,63.0,3.0,314.0,3.0,6.0,50.0,201.0,2.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,23.0,4.0,3.0,57.1
"Eddie Salcedo,it ITA,""MF,FW"",Hellas Verona,18,2001,21.0,7.0,755.0,2.0,0.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,3.9,3.9,0.46,0.46,8.4,10.0,0.0,45.5,1.19,0.09,0.2,0.18,-1.9,-1.9,181.0,270.0,67.0,2357.0,756.0,117.0,149.0,78.5,50.0,71.0,70.4,5.0,16.0,31.3,5.0,14.0,10.0,1.0,20.0,255.0,14.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,12.0,1.0,15.0,11.0,1.31,8.0,1.0,0.0,0.0,2.0,2.0,0.24,1.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,3.0,2.0,1.0,3.0,3.0,100.0,0.0,6.0,0.0,6.0,6.0,6.0,0.0,368.0,7.0,39.0,159.0,176.0,30.0,368.0,10.0,15.0,66.7,273.0,22.0,16.0,0.0,14.0,15.0,3.0,1.0,0.0,0.0,34.0,36.0,57.0,38.7"
Antonio Sanabria,py PAR,FW,Torino,24,1996,14.0,12.0,978.0,5.0,1.0,0.0,0.0,2.0,0.0,0.46,0.09,0.55,0.46,0.55,3.3,3.3,0.3,0.3,10.9,11.0,0.0,55.0,1.01,0.25,0.45,0.16,1.7,1.7,195.0,260.0,75.0,2738.0,388.0,112.0,144.0,77.8,53.0,66.0,80.3,14.0,18.0,77.8,7.0,8.0,8.0,1.0,12.0,255.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,20.0,1.84,17.0,0.0,0.0,1.0,2.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,4.0,4.0,2.0,9.0,22.2,7.0,5.0,0.0,5.0,5.0,8.0,0.0,359.0,8.0,25.0,182.0,159.0,35.0,359.0,11.0,21.0,52.4,281.0,29.0,19.0,0.0,17.0,12.0,3.0,0.0,0.0,0.0,24.0,29.0,38.0,43.3
Alexis Sánchez,cl CHI,FW,Inter,31,1988,30.0,12.0,1146.0,7.0,5.0,0.0,1.0,0.0,0.0,0.55,0.39,0.94,0.55,0.94,6.4,5.6,0.5,0.44,12.7,15.0,4.0,53.6,1.18,0.25,0.47,0.2,0.6,1.4,398.0,515.0,77.3,6577.0,1699.0,194.0,231.0,84.0,118.0,154.0,76.6,56.0,75.0,74.7,33.0,38.0,30.0,3.0,50.0,472.0,37.0,13.0,6.0,7.0,28.0,15.0,1.0,7.0,0.0,0.0,6.0,6.0,80.0,6.28,62.0,9.0,2.0,4.0,1.0,14.0,1.1,13.0,0.0,1.0,0.0,0.0,0.0,14.0,8.0,4.0,4.0,6.0,5.0,18.0,27.8,13.0,11.0,0.0,11.0,7.0,1.0,1.0,663.0,1.0,56.0,267.0,348.0,69.0,662.0,24.0,36.0,66.7,524.0,41.0,34.0,0.0,19.0,33.0,10.0,0.0,0.0,0.0,53.0,9.0,10.0,47.4
Alex Sandro,br BRA,DF,Juventus,29,1991,26.0,20.0,1858.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.05,0.15,0.1,0.15,1.6,1.6,0.08,0.08,20.6,3.0,0.0,23.1,0.15,0.15,0.67,0.13,0.4,0.4,1208.0,1421.0,85.0,21302.0,6647.0,512.0,549.0,93.3,550.0,608.0,90.5,117.0,195.0,60.0,17.0,100.0,20.0,11.0,91.0,1290.0,128.0,24.0,0.0,13.0,60.0,0.0,0.0,0.0,0.0,103.0,3.0,22.0,43.0,2.08,36.0,1.0,2.0,2.0,2.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,19.0,13.0,5.0,13.0,25.0,52.0,12.0,20.0,4.0,16.0,31.0,57.0,0.0,1636.0,108.0,485.0,829.0,333.0,43.0,1636.0,22.0,28.0,78.6,1155.0,24.0,11.0,0.0,26.0,28.0,0.0,0.0,0.0,1.0,123.0,38.0,23.0,62.3
Siriki Sanogo,ci CIV,MF,Benevento,18,2001,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,105.0,4.0,4.0,4.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicola Sansone,it ITA,MF,Bologna,28,1991,26.0,11.0,1169.0,2.0,2.0,0.0,0.0,2.0,0.0,0.15,0.15,0.31,0.15,0.31,3.9,3.9,0.3,0.3,13.0,13.0,3.0,41.9,1.0,0.06,0.15,0.13,-1.9,-1.9,412.0,533.0,77.3,6110.0,1942.0,246.0,285.0,86.3,121.0,154.0,78.6,26.0,51.0,51.0,31.0,29.0,19.0,5.0,42.0,478.0,52.0,17.0,1.0,2.0,49.0,23.0,8.0,12.0,0.0,8.0,3.0,14.0,61.0,4.7,44.0,7.0,4.0,1.0,4.0,3.0,0.23,1.0,1.0,0.0,0.0,1.0,0.0,22.0,11.0,7.0,12.0,3.0,10.0,31.0,32.3,21.0,15.0,0.0,15.0,9.0,7.0,0.0,709.0,12.0,92.0,307.0,315.0,55.0,709.0,34.0,60.0,56.7,519.0,37.0,29.0,0.0,23.0,40.0,3.0,0.0,0.0,0.0,68.0,5.0,24.0,17.2
"Federico Santander,py PAR,""FW,MF"",Bologna,29,1991,4.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.43,2.43,0.0,2.43,0.2,0.2,0.56,0.56,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.2,-0.2,13.0,19.0,68.4,162.0,40.0,8.0,11.0,72.7,4.0,5.0,80.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.47,1.0,0.0,0.0,2.0,1.0,1.0,2.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,7.0,18.0,11.0,25.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,57.1"
Davide Santon,it ITA,DF,Roma,29,1991,10.0,7.0,586.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.15,0.15,0.0,0.15,0.4,0.4,0.05,0.05,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.4,-0.4,251.0,290.0,86.6,4151.0,1011.0,118.0,124.0,95.2,112.0,126.0,88.9,15.0,30.0,50.0,5.0,9.0,8.0,3.0,12.0,242.0,48.0,4.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,44.0,0.0,4.0,10.0,1.54,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,3.0,7.0,42.9,4.0,10.0,1.0,9.0,4.0,12.0,0.0,345.0,13.0,86.0,157.0,106.0,11.0,345.0,7.0,10.0,70.0,213.0,8.0,2.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,28.0,4.0,2.0,66.7
Samir Santos,br BRA,DF,Udinese,25,1994,30.0,24.0,2216.0,1.0,0.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,1.3,1.3,0.05,0.05,24.6,3.0,0.0,27.3,0.12,0.09,0.33,0.12,-0.3,-0.3,1132.0,1317.0,86.0,18965.0,7118.0,527.0,558.0,94.4,519.0,583.0,89.0,69.0,131.0,52.7,9.0,75.0,5.0,3.0,57.0,1196.0,114.0,42.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,72.0,7.0,14.0,25.0,1.02,18.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.0,26.0,12.0,2.0,13.0,29.0,44.8,16.0,33.0,17.0,16.0,58.0,60.0,1.0,1555.0,116.0,637.0,790.0,138.0,22.0,1555.0,6.0,8.0,75.0,1031.0,11.0,14.0,0.0,39.0,36.0,3.0,0.0,0.0,0.0,97.0,49.0,32.0,60.5
Riccardo Saponara,it ITA,MF,Fiorentina,28,1991,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,90.2,450.0,88.0,18.0,19.0,94.7,11.0,12.0,91.7,1.0,2.0,50.0,1.0,4.0,0.0,0.0,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,5.0,25.0,19.0,1.0,48.0,1.0,1.0,100.0,38.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
"Riccardo Saponara,it ITA,""FW,MF"",Spezia,28,1991,9.0,5.0,389.0,2.0,0.0,0.0,0.0,2.0,1.0,0.46,0.0,0.46,0.46,0.46,1.0,1.0,0.23,0.23,4.3,4.0,0.0,40.0,0.93,0.2,0.5,0.1,1.0,1.0,108.0,139.0,77.7,1721.0,537.0,57.0,65.0,87.7,41.0,49.0,83.7,7.0,12.0,58.3,4.0,4.0,6.0,0.0,14.0,135.0,2.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,14.0,3.23,7.0,0.0,3.0,0.0,4.0,2.0,0.46,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,1.0,4.0,0.0,181.0,6.0,31.0,65.0,89.0,19.0,181.0,9.0,14.0,64.3,145.0,11.0,2.0,1.0,4.0,14.0,2.0,0.0,0.0,0.0,31.0,8.0,6.0,57.1"
"Marco Sau,it ITA,""MF,FW"",Benevento,32,1987,24.0,9.0,785.0,4.0,2.0,1.0,1.0,1.0,1.0,0.46,0.23,0.69,0.34,0.57,2.4,1.6,0.28,0.19,8.7,5.0,1.0,50.0,0.57,0.3,0.6,0.16,1.6,1.4,182.0,268.0,67.9,2719.0,611.0,94.0,121.0,77.7,65.0,90.0,72.2,14.0,36.0,38.9,19.0,9.0,6.0,1.0,11.0,216.0,51.0,18.0,0.0,0.0,40.0,19.0,5.0,13.0,0.0,0.0,1.0,6.0,32.0,3.67,19.0,9.0,0.0,1.0,3.0,4.0,0.46,2.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,16.0,6.3,15.0,7.0,0.0,7.0,5.0,3.0,0.0,354.0,3.0,42.0,160.0,155.0,39.0,353.0,11.0,18.0,61.1,224.0,29.0,12.0,0.0,8.0,19.0,1.0,1.0,0.0,0.0,37.0,1.0,16.0,5.9"
Gianluca Scamacca,it ITA,FW,Genoa,21,1999,26.0,13.0,1352.0,8.0,2.0,2.0,2.0,1.0,0.0,0.53,0.13,0.67,0.4,0.53,7.9,6.3,0.52,0.42,15.0,16.0,1.0,35.6,1.07,0.13,0.38,0.14,0.1,-0.3,226.0,349.0,64.8,3532.0,535.0,150.0,202.0,74.3,45.0,74.0,60.8,26.0,35.0,74.3,16.0,11.0,6.0,1.0,12.0,332.0,17.0,0.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,2.0,22.0,0.0,3.0,3.0,1.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,6.0,7.0,6.0,7.0,19.0,36.8,12.0,21.0,4.0,17.0,9.0,12.0,0.0,522.0,16.0,64.0,226.0,243.0,59.0,520.0,16.0,22.0,72.7,373.0,43.0,26.0,0.0,32.0,17.0,10.0,0.0,0.0,1.0,54.0,41.0,39.0,51.3
Nicolás Schiappacasse,uy URU,MF,Sassuolo,21,1999,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,6.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pasquale Schiattarella,it ITA,MF,Benevento,33,1987,29.0,26.0,2247.0,1.0,1.0,0.0,0.0,13.0,1.0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,0.03,0.03,25.0,6.0,0.0,54.5,0.24,0.09,0.17,0.07,0.3,0.3,1091.0,1353.0,80.6,19050.0,6547.0,471.0,524.0,89.9,461.0,544.0,84.7,108.0,186.0,58.1,25.0,131.0,24.0,2.0,108.0,1250.0,91.0,85.0,3.0,11.0,6.0,0.0,0.0,0.0,0.0,5.0,12.0,18.0,59.0,2.36,47.0,2.0,2.0,3.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,37.0,22.0,25.0,12.0,0.0,19.0,47.0,40.4,28.0,19.0,5.0,14.0,32.0,29.0,2.0,1533.0,66.0,400.0,965.0,183.0,10.0,1533.0,15.0,17.0,88.2,1007.0,19.0,11.0,0.0,36.0,54.0,1.0,0.0,0.0,0.0,172.0,12.0,8.0,60.0
Jerdy Schouten,nl NED,MF,Bologna,23,1997,34.0,28.0,2512.0,1.0,1.0,0.0,0.0,8.0,1.0,0.04,0.04,0.07,0.04,0.07,0.2,0.2,0.01,0.01,27.9,4.0,0.0,44.4,0.14,0.11,0.25,0.03,0.8,0.8,1206.0,1395.0,86.5,20951.0,6375.0,528.0,592.0,89.2,515.0,577.0,89.3,121.0,148.0,81.8,23.0,154.0,11.0,1.0,109.0,1366.0,25.0,17.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,55.0,1.97,48.0,0.0,3.0,1.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,23.0,25.0,2.0,16.0,37.0,43.2,21.0,36.0,13.0,23.0,79.0,37.0,6.0,1688.0,98.0,450.0,982.0,272.0,3.0,1688.0,37.0,60.0,61.7,1035.0,35.0,22.0,0.0,48.0,24.0,1.0,0.0,1.0,0.0,249.0,34.0,30.0,53.1
Matteo Scozzarella,it ITA,MF,Parma,32,1988,3.0,3.0,153.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,106.0,79.2,1719.0,476.0,27.0,30.0,90.0,41.0,45.0,91.1,16.0,31.0,51.6,6.0,8.0,0.0,0.0,6.0,89.0,17.0,6.0,0.0,1.0,13.0,11.0,5.0,4.0,0.0,0.0,0.0,0.0,11.0,6.51,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,6.0,0.0,0.0,124.0,5.0,25.0,73.0,28.0,0.0,124.0,0.0,1.0,0.0,80.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Simone Scuffet,it ITA,GK,Udinese,24,1996,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,28.0,67.9,707.0,592.0,2.0,2.0,100.0,6.0,6.0,100.0,11.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,28.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
Jacopo Segre,it ITA,MF,Torino,23,1997,9.0,1.0,191.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,2.1,1.0,0.0,25.0,0.47,0.0,0.0,0.05,-0.2,-0.2,94.0,106.0,88.7,1700.0,428.0,40.0,42.0,95.2,35.0,41.0,85.4,16.0,17.0,94.1,1.0,9.0,0.0,0.0,2.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,2.83,3.0,0.0,0.0,2.0,1.0,2.0,0.94,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,40.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,127.0,1.0,19.0,91.0,18.0,5.0,127.0,4.0,5.0,80.0,101.0,1.0,2.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,50.0
Léo Sena,br BRA,MF,Spezia,24,1995,16.0,8.0,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.1,-0.1,543.0,624.0,87.0,11724.0,3220.0,174.0,193.0,90.2,236.0,261.0,90.4,121.0,144.0,84.0,2.0,113.0,5.0,1.0,54.0,583.0,40.0,38.0,0.0,12.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0,19.0,1.93,16.0,1.0,0.0,0.0,2.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,7.0,10.0,5.0,12.0,26.0,46.2,14.0,19.0,4.0,15.0,11.0,5.0,0.0,719.0,12.0,113.0,487.0,139.0,2.0,719.0,36.0,43.0,83.7,534.0,10.0,11.0,0.0,7.0,61.0,0.0,0.0,0.0,0.0,77.0,4.0,11.0,26.7
Stefano Sensi,it ITA,MF,Inter,24,1995,18.0,4.0,603.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.17,0.17,6.7,7.0,1.0,38.9,1.04,0.0,0.0,0.06,-1.1,-1.1,354.0,432.0,81.9,5867.0,1586.0,174.0,190.0,91.6,134.0,160.0,83.8,33.0,57.0,57.9,11.0,40.0,11.0,2.0,37.0,387.0,43.0,11.0,0.0,1.0,34.0,26.0,7.0,9.0,0.0,5.0,2.0,5.0,34.0,5.07,26.0,4.0,1.0,3.0,0.0,4.0,0.6,0.0,2.0,0.0,2.0,0.0,0.0,9.0,6.0,3.0,5.0,1.0,4.0,11.0,36.4,7.0,6.0,1.0,5.0,7.0,1.0,0.0,502.0,6.0,78.0,227.0,204.0,13.0,502.0,7.0,14.0,50.0,377.0,15.0,5.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,49.0,2.0,2.0,50.0
Luigi Sepe,it ITA,GK,Parma,29,1991,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.0,1445.0,79.4,34233.0,26871.0,214.0,218.0,98.2,468.0,474.0,98.7,457.0,739.0,61.8,0.0,33.0,0.0,0.0,1.0,1058.0,381.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,13.0,2.0,1516.0,1299.0,1505.0,12.0,0.0,0.0,1516.0,2.0,2.0,100.0,717.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,3.0,2.0,60.0
