player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Éderson,br BRA,MF,Salernitana,22,1999,15.0,13.0,1147.0,2.0,1.0,0.0,0.0,5.0,0.0,0.16,0.08,0.24,0.16,0.24,2.3,2.3,0.18,0.18,12.7,9.0,0.0,42.9,0.71,0.1,0.22,0.11,-0.3,-0.3,297.0,370.0,80.3,4681.0,1156.0,152.0,177.0,85.9,110.0,126.0,87.3,21.0,30.0,70.0,9.0,31.0,6.0,0.0,34.0,366.0,3.0,3.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,31.0,2.43,21.0,0.0,0.0,2.0,7.0,2.0,0.16,1.0,0.0,0.0,0.0,1.0,0.0,29.0,18.0,11.0,14.0,4.0,14.0,26.0,53.8,12.0,11.0,2.0,9.0,19.0,8.0,0.0,547.0,21.0,122.0,293.0,145.0,26.0,547.0,19.0,38.0,50.0,341.0,25.0,27.0,4.0,353.0,24.0,17.0,0.0,18.0,34.0,1.0,0.0,0.0,0.0,62.0,11.0,17.0,39.3
Albin Ekdal,se SWE,MF,Sampdoria,32,1989,26.0,19.0,1637.0,1.0,0.0,0.0,0.0,11.0,1.0,0.05,0.0,0.05,0.05,0.05,1.3,1.3,0.07,0.07,18.2,2.0,0.0,14.3,0.11,0.07,0.5,0.09,-0.3,-0.3,589.0,747.0,78.8,9577.0,2870.0,298.0,358.0,83.2,225.0,268.0,84.0,50.0,77.0,64.9,7.0,48.0,5.0,0.0,62.0,692.0,53.0,51.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,19.0,1.05,14.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,28.0,17.0,21.0,5.0,26.0,56.0,46.4,30.0,27.0,7.0,20.0,29.0,25.0,0.0,941.0,51.0,279.0,547.0,126.0,24.0,941.0,15.0,23.0,65.2,455.0,10.0,11.0,1.0,511.0,13.0,11.0,1.0,31.0,39.0,0.0,0.0,0.0,0.0,144.0,24.0,17.0,58.5
Caleb Ekuban,gh GHA,"FW,MF",Genoa,27,1994,30.0,18.0,1716.0,1.0,2.0,0.0,0.0,2.0,0.0,0.05,0.1,0.16,0.05,0.16,4.1,4.1,0.21,0.21,19.1,7.0,0.0,18.4,0.37,0.03,0.14,0.11,-3.1,-3.1,297.0,431.0,68.9,3795.0,826.0,197.0,258.0,76.4,71.0,97.0,73.2,11.0,17.0,64.7,16.0,16.0,10.0,1.0,31.0,413.0,18.0,1.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,38.0,1.99,28.0,0.0,3.0,3.0,4.0,5.0,0.26,3.0,0.0,2.0,0.0,0.0,0.0,19.0,12.0,2.0,12.0,5.0,7.0,23.0,30.4,16.0,19.0,5.0,14.0,9.0,6.0,0.0,687.0,16.0,70.0,327.0,299.0,83.0,687.0,26.0,52.0,50.0,394.0,31.0,17.0,21.0,483.0,73.0,38.0,0.0,22.0,32.0,2.0,0.0,0.0,0.0,78.0,36.0,51.0,41.4
Elif Elmas,mk MKD,"FW,MF",Napoli,21,1999,37.0,12.0,1620.0,3.0,4.0,0.0,0.0,3.0,0.0,0.17,0.22,0.39,0.17,0.39,2.9,2.9,0.16,0.16,18.0,11.0,0.0,33.3,0.61,0.09,0.27,0.09,0.1,0.1,705.0,817.0,86.3,8943.0,1883.0,473.0,514.0,92.0,160.0,180.0,88.9,28.0,45.0,62.2,24.0,54.0,17.0,0.0,53.0,784.0,28.0,5.0,3.0,2.0,10.0,9.0,4.0,1.0,0.0,7.0,5.0,17.0,59.0,3.28,42.0,2.0,5.0,4.0,3.0,9.0,0.5,6.0,1.0,0.0,0.0,1.0,1.0,25.0,15.0,10.0,10.0,5.0,12.0,28.0,42.9,16.0,13.0,2.0,11.0,8.0,17.0,0.0,986.0,27.0,115.0,512.0,370.0,50.0,986.0,24.0,35.0,68.6,669.0,59.0,45.0,19.0,804.0,23.0,23.0,0.0,27.0,30.0,2.0,1.0,0.0,0.0,64.0,7.0,22.0,24.1
Martin Erlic,hr CRO,DF,Spezia,23,1998,30.0,30.0,2576.0,2.0,0.0,0.0,0.0,5.0,0.0,0.07,0.0,0.07,0.07,0.07,2.9,2.9,0.1,0.1,28.6,3.0,0.0,20.0,0.1,0.13,0.67,0.2,-0.9,-0.9,882.0,1101.0,80.1,18586.0,6448.0,256.0,297.0,86.2,490.0,554.0,88.4,132.0,226.0,58.4,5.0,34.0,1.0,0.0,32.0,1036.0,60.0,56.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,11.0,0.38,7.0,0.0,0.0,1.0,3.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0,28.0,16.0,18.0,10.0,0.0,10.0,18.0,55.6,8.0,54.0,39.0,15.0,28.0,122.0,1.0,1383.0,265.0,887.0,463.0,40.0,30.0,1383.0,3.0,4.0,75.0,662.0,6.0,5.0,0.0,751.0,14.0,2.0,0.0,28.0,20.0,0.0,2.0,2.0,0.0,134.0,55.0,40.0,57.9
Gonzalo Escalante,ar ARG,MF,Lazio,28,1993,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,79.0,8.0,1.0,1.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,10.0,2.0,6.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Diego Falcinelli,it ITA,FW,Bologna,30,1991,6.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.71,0.71,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.5,-0.5,13.0,22.0,59.1,185.0,11.0,9.0,17.0,52.9,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,1.0,0.0,2.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,1.0,5.0,17.0,24.0,9.0,45.0,2.0,4.0,50.0,26.0,1.0,1.0,0.0,33.0,6.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,45.5
Wladimiro Falcone,it ITA,GK,Sampdoria,26,1995,10.0,9.0,855.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,359.0,72.4,7566.0,5437.0,54.0,55.0,98.2,98.0,100.0,98.0,106.0,201.0,52.7,0.0,2.0,0.0,0.0,0.0,261.0,97.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,389.0,355.0,387.0,1.0,1.0,0.0,389.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,100.0
Paolo Faragò,it ITA,MF,Cagliari,28,1993,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.57,1.57,0.2,1.0,0.0,50.0,5.63,0.0,0.0,0.14,-0.3,-0.3,6.0,8.0,75.0,78.0,3.0,4.0,5.0,80.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,5.0,5.0,7.0,3.0,15.0,1.0,1.0,100.0,7.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0
Davide Faraoni,it ITA,DF,Hellas Verona,29,1991,32.0,30.0,2572.0,4.0,5.0,0.0,0.0,8.0,1.0,0.14,0.17,0.31,0.14,0.31,3.2,3.2,0.11,0.11,28.6,9.0,0.0,30.0,0.31,0.13,0.44,0.11,0.8,0.8,923.0,1359.0,67.9,16038.0,7594.0,459.0,559.0,82.1,330.0,459.0,71.9,111.0,241.0,46.1,20.0,83.0,48.0,16.0,123.0,1058.0,289.0,13.0,3.0,16.0,82.0,0.0,0.0,0.0,0.0,276.0,12.0,33.0,47.0,1.64,35.0,3.0,1.0,5.0,3.0,8.0,0.28,7.0,0.0,0.0,1.0,0.0,0.0,62.0,40.0,38.0,21.0,3.0,29.0,62.0,46.8,33.0,38.0,5.0,33.0,23.0,62.0,1.0,1715.0,94.0,440.0,784.0,503.0,55.0,1715.0,12.0,40.0,30.0,714.0,31.0,19.0,6.0,891.0,50.0,14.0,1.0,27.0,34.0,5.0,0.0,1.0,0.0,193.0,45.0,50.0,47.4
Mohamed Fares,dz ALG,"DF,FW",Genoa,25,1996,9.0,6.0,587.0,2.0,1.0,0.0,0.0,2.0,0.0,0.31,0.15,0.46,0.31,0.46,1.3,1.3,0.19,0.19,6.5,3.0,0.0,23.1,0.46,0.15,0.67,0.1,0.7,0.7,177.0,257.0,68.9,2955.0,1077.0,108.0,134.0,80.6,45.0,69.0,65.2,22.0,36.0,61.1,5.0,10.0,10.0,6.0,15.0,204.0,48.0,4.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,44.0,5.0,8.0,21.0,3.23,13.0,3.0,0.0,4.0,1.0,3.0,0.46,3.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,8.0,3.0,5.0,8.0,11.0,0.0,331.0,9.0,82.0,141.0,114.0,16.0,331.0,9.0,16.0,56.3,173.0,16.0,12.0,1.0,187.0,10.0,10.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,43.0,9.0,14.0,39.1
Diego Farias,br BRA,"MF,FW",Cagliari,31,1990,4.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,29.0,35.0,82.9,473.0,51.0,14.0,16.0,87.5,11.0,13.0,84.6,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,2.0,15.0,21.0,1.0,38.0,1.0,1.0,100.0,25.0,2.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,33.3
Andrea Favilli,it ITA,FW,Genoa,24,1997,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,57.0,0.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,3.0,4.0,4.0,2.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,ar ARG,DF,Salernitana,34,1987,16.0,16.0,1434.0,1.0,0.0,0.0,0.0,3.0,1.0,0.06,0.0,0.06,0.06,0.06,1.6,1.6,0.1,0.1,15.9,3.0,0.0,18.8,0.19,0.06,0.33,0.1,-0.6,-0.6,511.0,633.0,80.7,9321.0,3677.0,206.0,231.0,89.2,249.0,299.0,83.3,47.0,80.0,58.8,8.0,32.0,4.0,2.0,40.0,580.0,51.0,34.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,17.0,2.0,6.0,17.0,1.07,13.0,0.0,2.0,2.0,0.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0,17.0,11.0,10.0,6.0,1.0,9.0,12.0,75.0,3.0,21.0,16.0,5.0,27.0,67.0,1.0,817.0,107.0,347.0,403.0,77.0,27.0,817.0,9.0,11.0,81.8,361.0,19.0,16.0,4.0,418.0,12.0,3.0,1.0,16.0,15.0,1.0,0.0,2.0,0.0,84.0,54.0,22.0,71.1
Luiz Felipe,it ITA,DF,Lazio,24,1997,31.0,28.0,2491.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.02,0.02,27.7,1.0,0.0,20.0,0.04,0.0,0.0,0.09,-0.4,-0.4,1668.0,1825.0,91.4,29597.0,11624.0,649.0,696.0,93.2,821.0,868.0,94.6,135.0,175.0,77.1,3.0,92.0,4.0,1.0,78.0,1757.0,65.0,51.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,10.0,14.0,0.51,12.0,0.0,0.0,0.0,1.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,41.0,23.0,21.0,16.0,4.0,20.0,34.0,58.8,14.0,40.0,33.0,7.0,33.0,102.0,1.0,2079.0,282.0,1046.0,997.0,44.0,10.0,2079.0,6.0,6.0,100.0,1215.0,12.0,9.0,0.0,1499.0,9.0,6.0,0.0,28.0,16.0,0.0,1.0,0.0,0.0,133.0,43.0,42.0,50.6
Alex Ferrari,it ITA,DF,Sampdoria,27,1994,23.0,20.0,1643.0,1.0,0.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.03,0.03,18.3,1.0,0.0,25.0,0.05,0.25,1.0,0.12,0.5,0.5,683.0,823.0,83.0,13341.0,4623.0,197.0,229.0,86.0,418.0,456.0,91.7,59.0,108.0,54.6,2.0,37.0,3.0,1.0,39.0,749.0,72.0,47.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,23.0,2.0,13.0,10.0,0.55,8.0,1.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,40.0,22.0,28.0,9.0,3.0,19.0,33.0,57.6,14.0,31.0,22.0,9.0,39.0,63.0,1.0,1032.0,142.0,571.0,431.0,36.0,4.0,1032.0,4.0,14.0,28.6,544.0,7.0,7.0,1.0,581.0,10.0,3.0,0.0,29.0,24.0,0.0,0.0,1.0,0.0,109.0,23.0,21.0,52.3
Salvador Ferrer,es ESP,"DF,MF",Spezia,23,1998,27.0,14.0,1495.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,0.02,0.02,16.6,1.0,0.0,16.7,0.06,0.0,0.0,0.05,-0.3,-0.3,573.0,763.0,75.1,10266.0,3534.0,242.0,293.0,82.6,258.0,324.0,79.6,62.0,103.0,60.2,15.0,50.0,16.0,11.0,67.0,640.0,121.0,9.0,0.0,4.0,44.0,3.0,1.0,2.0,0.0,109.0,2.0,15.0,31.0,1.87,25.0,4.0,1.0,0.0,0.0,4.0,0.24,3.0,0.0,0.0,0.0,0.0,1.0,32.0,18.0,15.0,9.0,8.0,12.0,25.0,48.0,13.0,24.0,12.0,12.0,18.0,46.0,0.0,927.0,71.0,305.0,428.0,199.0,8.0,927.0,8.0,12.0,66.7,419.0,24.0,18.0,2.0,484.0,11.0,10.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,82.0,34.0,23.0,59.6
Riccardo Fiamozzi,it ITA,DF,Empoli,28,1993,10.0,7.0,620.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,387.0,75.2,5066.0,2188.0,134.0,155.0,86.5,105.0,133.0,78.9,36.0,61.0,59.0,6.0,23.0,6.0,3.0,23.0,302.0,85.0,6.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,79.0,0.0,15.0,9.0,1.3,5.0,3.0,0.0,0.0,0.0,2.0,0.29,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,3.0,2.0,4.0,50.0,2.0,6.0,5.0,1.0,7.0,12.0,0.0,438.0,21.0,143.0,210.0,87.0,2.0,438.0,3.0,7.0,42.9,201.0,10.0,11.0,0.0,237.0,4.0,4.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,42.0,4.0,6.0,40.0
Luca Fiordilino,it ITA,MF,Venezia,25,1996,15.0,5.0,661.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.04,0.04,7.3,1.0,0.0,33.3,0.14,0.0,0.0,0.09,-0.3,-0.3,260.0,307.0,84.7,4177.0,1037.0,129.0,144.0,89.6,90.0,97.0,92.8,25.0,34.0,73.5,6.0,19.0,4.0,4.0,23.0,298.0,8.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,15.0,2.04,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,11.0,6.0,4.0,13.0,27.0,48.1,14.0,14.0,4.0,10.0,11.0,12.0,0.0,387.0,23.0,128.0,203.0,61.0,10.0,387.0,3.0,5.0,60.0,206.0,3.0,3.0,1.0,246.0,10.0,8.0,0.0,5.0,10.0,2.0,0.0,0.0,0.0,50.0,9.0,3.0,75.0
Vincenzo Fiorillo,it ITA,GK,Salernitana,31,1990,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,74.2,897.0,732.0,0.0,0.0,0.0,8.0,8.0,100.0,15.0,23.0,65.2,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,33.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
Alessandro Florenzi,it ITA,"DF,FW",Milan,30,1991,24.0,12.0,1152.0,2.0,0.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,0.8,0.8,0.07,0.07,12.8,6.0,2.0,27.3,0.47,0.09,0.33,0.04,1.2,1.2,646.0,812.0,79.6,11893.0,3909.0,290.0,316.0,91.8,261.0,302.0,86.4,82.0,151.0,54.3,11.0,62.0,21.0,8.0,68.0,686.0,121.0,23.0,4.0,11.0,56.0,19.0,9.0,5.0,0.0,79.0,5.0,17.0,34.0,2.65,25.0,6.0,0.0,1.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,14.0,7.0,7.0,14.0,32.0,43.8,18.0,9.0,2.0,7.0,27.0,10.0,1.0,925.0,31.0,223.0,496.0,217.0,20.0,925.0,8.0,10.0,80.0,493.0,30.0,16.0,4.0,584.0,11.0,1.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0,79.0,9.0,9.0,50.0
Fernando Forestieri,it ITA,"FW,MF",Udinese,31,1990,4.0,0.0,58.0,2.0,1.0,0.0,0.0,1.0,0.0,3.1,1.55,4.66,3.1,4.66,1.2,1.2,1.91,1.91,0.6,2.0,1.0,66.7,3.1,0.67,1.0,0.4,0.8,0.8,18.0,24.0,75.0,224.0,91.0,12.0,12.0,100.0,3.0,6.0,50.0,1.0,3.0,33.3,1.0,2.0,2.0,1.0,3.0,20.0,4.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,6.32,1.0,1.0,0.0,0.0,2.0,1.0,1.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,33.0,1.0,4.0,9.0,20.0,4.0,33.0,1.0,1.0,100.0,16.0,2.0,2.0,0.0,21.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Francesco Forte,it ITA,FW,Venezia,28,1993,12.0,4.0,422.0,1.0,0.0,0.0,0.0,3.0,0.0,0.21,0.0,0.21,0.21,0.21,1.2,1.2,0.27,0.27,4.7,2.0,0.0,18.2,0.43,0.09,0.5,0.11,-0.2,-0.2,52.0,75.0,69.3,672.0,159.0,31.0,42.0,73.8,19.0,27.0,70.4,0.0,1.0,0.0,4.0,2.0,3.0,0.0,7.0,71.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.79,5.0,0.0,0.0,2.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,118.0,2.0,10.0,62.0,49.0,19.0,118.0,1.0,1.0,100.0,46.0,3.0,3.0,1.0,82.0,13.0,2.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,14.0,18.0,16.0,52.9
Gianluca Frabotta,it ITA,"DF,MF",Hellas Verona,22,1999,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,53.0,31.0,1.0,4.0,25.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.0,5.0,6.0,1.0,12.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3
Davide Frattesi,it ITA,MF,Sassuolo,21,1999,36.0,35.0,2854.0,4.0,3.0,0.0,0.0,6.0,0.0,0.13,0.09,0.22,0.13,0.22,6.6,6.6,0.21,0.21,31.7,20.0,0.0,29.9,0.63,0.06,0.2,0.1,-2.6,-2.6,1035.0,1249.0,82.9,15946.0,3992.0,565.0,644.0,87.7,369.0,420.0,87.9,61.0,88.0,69.3,30.0,86.0,21.0,3.0,113.0,1216.0,29.0,22.0,5.0,12.0,14.0,0.0,0.0,0.0,0.0,7.0,4.0,33.0,88.0,2.77,67.0,1.0,8.0,7.0,5.0,8.0,0.25,4.0,0.0,1.0,1.0,2.0,0.0,46.0,16.0,26.0,18.0,2.0,26.0,52.0,50.0,26.0,44.0,12.0,32.0,29.0,62.0,1.0,1642.0,103.0,376.0,880.0,419.0,86.0,1642.0,42.0,64.0,65.6,923.0,79.0,61.0,20.0,1186.0,59.0,22.0,0.0,46.0,57.0,0.0,2.0,1.0,1.0,143.0,26.0,40.0,39.4
Morten Frendrup,dk DEN,"DF,MF",Genoa,20,2001,10.0,6.0,695.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.07,0.07,7.7,2.0,0.0,50.0,0.26,0.0,0.0,0.14,-0.6,-0.6,239.0,349.0,68.5,3865.0,1541.0,114.0,141.0,80.9,92.0,127.0,72.4,21.0,44.0,47.7,4.0,22.0,4.0,2.0,25.0,277.0,72.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,69.0,0.0,14.0,14.0,1.81,9.0,0.0,1.0,1.0,0.0,2.0,0.26,1.0,0.0,0.0,0.0,0.0,1.0,40.0,24.0,19.0,13.0,8.0,13.0,29.0,44.8,16.0,19.0,2.0,17.0,17.0,7.0,1.0,461.0,13.0,120.0,246.0,99.0,5.0,461.0,3.0,5.0,60.0,170.0,13.0,8.0,2.0,162.0,15.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,70.0,12.0,10.0,54.5
