player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Patrick van Aanholt,nl NED,DF,Crystal Palace,27,1990,36.0,36.0,3195.0,3.0,2.0,0.0,0.0,3.0,0.0,0.08,0.06,0.14,0.08,0.14,2.6,2.6,0.07,0.07,35.5,11.0,0.0,24.4,0.31,0.07,0.27,0.06,0.4,0.4,1564.0,1971.0,79.4,24295.0,10061.0,874.0,995.0,87.8,551.0,687.0,80.2,101.0,194.0,52.1,35.0,117.0,52.0,4.0,212.0,1603.0,364.0,46.0,5.0,7.0,42.0,2.0,0.0,1.0,1.0,316.0,4.0,33.0,86.0,2.42,67.0,8.0,7.0,2.0,6.0,0.17,4.0,1.0,1.0,0.0,0.0,48.0,24.0,35.0,11.0,2.0,33.0,9.0,24.0,40.0,91.0,2.0,2300.0,123.0,666.0,1046.0,611.0,63.0,2300.0,1051.0,89.0,69.0,16.0,1335.0,35.0,15.0,0.0,12.0,14.0,10.0,0.0,0.0,0.0,216.0,10.0,12.0,45.5
Sergio Agüero,ar ARG,FW,Manchester City,30,1988,33.0,31.0,2459.0,21.0,8.0,2.0,2.0,4.0,0.0,0.77,0.29,1.06,0.7,0.99,18.1,16.5,0.66,0.6,27.3,41.0,3.0,35.3,1.5,0.16,0.46,0.14,2.9,2.5,661.0,796.0,83.0,7735.0,1420.0,415.0,466.0,89.1,151.0,176.0,85.8,12.0,24.0,50.0,34.0,40.0,40.0,0.0,76.0,740.0,52.0,1.0,6.0,1.0,13.0,1.0,0.0,0.0,0.0,8.0,4.0,27.0,91.0,3.33,60.0,1.0,10.0,7.0,19.0,0.7,14.0,0.0,2.0,1.0,0.0,17.0,9.0,1.0,10.0,6.0,15.0,1.0,14.0,9.0,3.0,0.0,1119.0,4.0,22.0,384.0,724.0,200.0,1117.0,824.0,81.0,60.0,35.0,896.0,74.0,54.0,0.0,21.0,25.0,26.0,0.0,0.0,0.0,70.0,17.0,22.0,43.6
Nathan Aké,nl NED,DF,Bournemouth,23,1995,38.0,38.0,3411.0,4.0,0.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11,3.4,3.4,0.09,0.09,37.9,8.0,0.0,32.0,0.21,0.16,0.5,0.13,0.6,0.6,1491.0,1733.0,86.0,26259.0,10116.0,654.0,718.0,91.1,703.0,781.0,90.0,119.0,197.0,60.4,7.0,74.0,6.0,3.0,98.0,1646.0,85.0,56.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,29.0,2.0,14.0,24.0,0.63,19.0,0.0,4.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,66.0,35.0,42.0,21.0,3.0,51.0,35.0,16.0,32.0,241.0,0.0,2205.0,305.0,1260.0,813.0,141.0,50.0,2205.0,1299.0,20.0,18.0,2.0,1307.0,18.0,6.0,0.0,28.0,21.0,2.0,1.0,1.0,0.0,182.0,86.0,66.0,56.6
Marc Albrighton,eng ENG,"FW,MF",Leicester City,28,1989,27.0,18.0,1625.0,2.0,2.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,1.2,1.2,0.07,0.07,18.1,7.0,0.0,36.8,0.39,0.11,0.29,0.06,0.8,0.8,448.0,776.0,57.7,7849.0,2947.0,236.0,301.0,78.4,129.0,217.0,59.4,61.0,160.0,38.1,28.0,53.0,29.0,14.0,64.0,732.0,33.0,5.0,9.0,9.0,125.0,8.0,3.0,3.0,1.0,19.0,11.0,54.0,47.0,2.6,37.0,4.0,3.0,0.0,4.0,0.22,4.0,0.0,0.0,0.0,0.0,35.0,22.0,18.0,14.0,3.0,26.0,3.0,23.0,23.0,30.0,0.0,1005.0,39.0,203.0,416.0,402.0,27.0,1005.0,633.0,54.0,30.0,3.0,656.0,35.0,23.0,0.0,10.0,20.0,2.0,0.0,0.0,0.0,141.0,15.0,18.0,45.5
Toby Alderweireld,be BEL,DF,Tottenham,29,1989,34.0,33.0,2922.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.03,0.03,32.5,5.0,0.0,26.3,0.15,0.0,0.0,0.06,-1.1,-1.1,2097.0,2382.0,88.0,45013.0,14391.0,609.0,645.0,94.4,1118.0,1194.0,93.6,352.0,500.0,70.4,7.0,161.0,24.0,1.0,161.0,2289.0,83.0,75.0,6.0,32.0,6.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,34.0,1.05,29.0,0.0,4.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,37.0,23.0,25.0,10.0,2.0,41.0,22.0,19.0,24.0,175.0,0.0,2690.0,270.0,1244.0,1360.0,107.0,18.0,2690.0,1848.0,25.0,25.0,0.0,1922.0,6.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,193.0,54.0,47.0,53.5
Trent Alexander-Arnold,eng ENG,DF,Liverpool,19,1998,29.0,27.0,2462.0,1.0,12.0,0.0,0.0,3.0,0.0,0.04,0.44,0.48,0.04,0.48,1.6,1.6,0.06,0.06,27.4,9.0,9.0,31.0,0.33,0.03,0.11,0.05,-0.6,-0.6,1644.0,2236.0,73.5,30562.0,10915.0,692.0,794.0,87.2,712.0,902.0,78.9,208.0,422.0,49.3,48.0,123.0,55.0,25.0,157.0,1774.0,449.0,51.0,3.0,40.0,201.0,74.0,28.0,31.0,3.0,324.0,13.0,51.0,96.0,3.51,62.0,24.0,2.0,1.0,18.0,0.66,13.0,5.0,0.0,0.0,0.0,61.0,39.0,31.0,22.0,8.0,19.0,3.0,16.0,35.0,68.0,0.0,2514.0,70.0,528.0,1210.0,798.0,39.0,2514.0,1416.0,70.0,64.0,7.0,1538.0,41.0,14.0,0.0,14.0,7.0,4.0,0.0,0.0,0.0,169.0,9.0,23.0,28.1
Alisson,br BRA,GK,Liverpool,25,1992,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,1290.0,83.3,28332.0,18517.0,143.0,148.0,96.6,625.0,628.0,99.5,307.0,510.0,60.2,0.0,5.0,1.0,0.0,0.0,984.0,304.0,88.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.11,1.0,3.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,6.0,1347.0,1118.0,1338.0,10.0,0.0,0.0,1347.0,838.0,1.0,1.0,0.0,675.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,11.0,1.0,91.7
Dele Alli,eng ENG,MF,Tottenham,22,1996,25.0,22.0,1825.0,5.0,3.0,0.0,0.0,4.0,0.0,0.25,0.15,0.39,0.25,0.39,4.8,4.8,0.23,0.23,20.3,19.0,0.0,48.7,0.94,0.13,0.26,0.12,0.2,0.2,836.0,1056.0,79.2,11782.0,2868.0,495.0,564.0,87.8,265.0,325.0,81.5,33.0,63.0,52.4,27.0,67.0,29.0,1.0,111.0,1005.0,43.0,13.0,18.0,4.0,10.0,3.0,0.0,0.0,0.0,10.0,8.0,33.0,64.0,3.16,45.0,2.0,5.0,5.0,5.0,0.25,3.0,0.0,1.0,1.0,0.0,33.0,19.0,6.0,14.0,13.0,33.0,5.0,28.0,19.0,20.0,0.0,1320.0,32.0,147.0,674.0,514.0,91.0,1320.0,857.0,48.0,39.0,14.0,948.0,49.0,29.0,0.0,23.0,20.0,3.0,0.0,0.0,0.0,124.0,20.0,20.0,50.0
Miguel Almirón,py PAR,MF,Newcastle Utd,24,1994,10.0,9.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.18,0.17,8.4,8.0,0.0,42.1,0.95,0.0,0.0,0.08,-1.5,-1.5,188.0,263.0,71.5,2883.0,752.0,98.0,125.0,78.4,54.0,74.0,73.0,21.0,28.0,75.0,13.0,21.0,12.0,7.0,25.0,261.0,2.0,0.0,1.0,2.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,36.0,4.27,27.0,0.0,3.0,3.0,3.0,0.36,1.0,0.0,1.0,1.0,0.0,20.0,12.0,7.0,10.0,3.0,14.0,1.0,13.0,8.0,5.0,0.0,380.0,7.0,56.0,157.0,175.0,25.0,380.0,215.0,31.0,16.0,6.0,240.0,22.0,6.0,0.0,6.0,17.0,4.0,0.0,0.0,0.0,61.0,1.0,9.0,10.0
Marcos Alonso,es ESP,DF,Chelsea,27,1990,31.0,31.0,2759.0,2.0,4.0,0.0,0.0,6.0,0.0,0.07,0.13,0.2,0.07,0.2,3.4,3.4,0.11,0.11,30.7,7.0,8.0,15.6,0.23,0.04,0.29,0.08,-1.4,-1.4,1862.0,2255.0,82.6,24620.0,7841.0,1227.0,1340.0,91.6,486.0,611.0,79.5,66.0,146.0,45.2,33.0,102.0,21.0,7.0,146.0,1950.0,302.0,30.0,2.0,17.0,98.0,0.0,0.0,0.0,0.0,272.0,3.0,52.0,66.0,2.15,55.0,1.0,5.0,4.0,10.0,0.33,6.0,0.0,2.0,2.0,0.0,73.0,46.0,44.0,22.0,7.0,25.0,2.0,23.0,39.0,101.0,0.0,2631.0,109.0,668.0,1137.0,843.0,70.0,2631.0,1446.0,102.0,81.0,7.0,1681.0,32.0,28.0,0.0,28.0,37.0,2.0,2.0,1.0,0.0,212.0,66.0,54.0,55.0
