team,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
vs Alavés,33.0,58.2,38.0,418.0,3420.0,65.0,48.0,6.0,9.0,79.0,4.0,1.71,1.26,2.97,1.55,2.82,57.0,50.0,1.5,1.32,38.0,38.0,3420.0,31.0,0.82,118.0,88.0,78.8,23.0,7.0,8.0,16.0,42.1,7.0,6.0,1.0,0.0,38.0,0.0,6.0,2.0,32.0,0.22,3.0,0.08,221.0,604.0,36.6,1044.0,176.0,43.2,36.8,271.0,56.5,42.9,585.0,31.0,5.3,48.0,1.26,16.2,159.0,20.0,31.2,4.18,0.12,0.37,0.1,8.0,9.0,15404.0,19908.0,77.4,272347.0,102045.0,7074.0,8103.0,87.3,5979.0,7189.0,83.2,1768.0,3310.0,53.4,384.0,1127.0,342.0,92.0,1568.0,17714.0,2105.0,567.0,77.0,202.0,789.0,231.0,50.0,110.0,3.0,962.0,89.0,322.0,905.0,23.82,646.0,99.0,50.0,50.0,112.0,2.95,84.0,8.0,11.0,4.0,1.0,511.0,273.0,249.0,193.0,69.0,351.0,87.0,264.0,311.0,729.0,12.0,24006.0,2263.0,7419.0,10974.0,5796.0,897.0,23997.0,13155.0,656.0,466.0,159.0,15266.0,632.0,288.0,1.0,484.0,497.0,89.0,3.0,7.0,2.0,2061.0,674.0,869.0,43.7
vs Athletic Club,26.0,51.9,38.0,418.0,3420.0,35.0,26.0,3.0,3.0,105.0,9.0,0.92,0.68,1.61,0.84,1.53,38.4,36.0,1.01,0.95,38.0,38.0,3420.0,43.0,1.13,157.0,113.0,74.5,11.0,13.0,14.0,14.0,36.8,7.0,3.0,4.0,0.0,38.0,1.0,7.0,3.0,47.5,0.26,7.5,0.2,320.0,765.0,41.8,1149.0,172.0,48.6,39.7,317.0,65.3,49.0,622.0,26.0,4.2,56.0,1.47,15.9,128.0,20.0,29.1,3.37,0.07,0.25,0.08,-3.4,-4.0,14696.0,18950.0,77.6,278283.0,100413.0,6260.0,7140.0,87.7,5962.0,7115.0,83.8,2048.0,3642.0,56.2,332.0,1026.0,253.0,82.0,1379.0,16909.0,1974.0,551.0,29.0,332.0,754.0,161.0,68.0,54.0,1.0,859.0,67.0,340.0,776.0,20.42,566.0,68.0,48.0,43.0,59.0,1.55,45.0,1.0,5.0,3.0,2.0,573.0,353.0,293.0,224.0,56.0,393.0,131.0,262.0,387.0,817.0,14.0,23145.0,2686.0,8299.0,9724.0,5338.0,738.0,23142.0,13233.0,586.0,413.0,154.0,14558.0,626.0,284.0,4.0,513.0,455.0,67.0,2.0,7.0,3.0,2036.0,572.0,585.0,49.4
vs Atlético Madrid,26.0,49.4,38.0,418.0,3420.0,40.0,28.0,7.0,8.0,102.0,4.0,1.05,0.74,1.79,0.87,1.61,33.4,27.4,0.88,0.72,38.0,38.0,3420.0,65.0,1.71,157.0,93.0,61.1,9.0,8.0,21.0,7.0,18.4,5.0,4.0,1.0,0.0,38.0,0.0,7.0,2.0,59.5,0.36,-3.5,-0.09,213.0,542.0,39.3,940.0,139.0,39.1,35.7,328.0,53.0,43.9,552.0,25.0,4.5,28.0,0.74,14.1,98.0,17.0,28.1,2.58,0.09,0.34,0.08,6.6,5.6,14882.0,18803.0,79.1,269373.0,93187.0,6571.0,7450.0,88.2,6101.0,7135.0,85.5,1763.0,3155.0,55.9,250.0,1068.0,187.0,47.0,1320.0,16917.0,1850.0,529.0,32.0,209.0,601.0,149.0,67.0,64.0,1.0,729.0,36.0,316.0,613.0,16.13,415.0,71.0,39.0,45.0,66.0,1.74,39.0,7.0,9.0,7.0,0.0,570.0,308.0,297.0,201.0,72.0,364.0,103.0,261.0,403.0,803.0,10.0,22840.0,2520.0,7416.0,10829.0,4797.0,518.0,22832.0,12320.0,495.0,430.0,78.0,14731.0,587.0,343.0,1.0,520.0,444.0,36.0,3.0,5.0,2.0,1930.0,539.0,559.0,49.1
vs Barcelona,38.0,35.2,38.0,418.0,3420.0,38.0,27.0,2.0,3.0,93.0,5.0,1.0,0.71,1.71,0.95,1.66,34.4,32.1,0.91,0.84,38.0,38.0,3420.0,68.0,1.79,184.0,115.0,66.3,7.0,10.0,21.0,8.0,21.1,7.0,6.0,1.0,0.0,38.0,0.0,5.0,0.0,61.0,0.3,-7.0,-0.18,291.0,728.0,40.0,988.0,131.0,51.0,39.4,349.0,64.2,46.4,626.0,25.0,4.0,37.0,0.97,14.2,120.0,13.0,34.4,3.16,0.1,0.3,0.09,3.6,3.9,10460.0,13908.0,75.2,191240.0,80066.0,4733.0,5441.0,87.0,3959.0,4789.0,82.7,1381.0,2671.0,51.7,265.0,750.0,214.0,60.0,938.0,12019.0,1811.0,571.0,39.0,128.0,500.0,128.0,52.0,52.0,1.0,644.0,78.0,301.0,602.0,15.84,421.0,68.0,31.0,38.0,62.0,1.63,38.0,6.0,6.0,6.0,1.0,631.0,352.0,309.0,250.0,72.0,376.0,109.0,267.0,392.0,809.0,10.0,18008.0,2652.0,7090.0,7453.0,3639.0,576.0,18005.0,9266.0,448.0,287.0,136.0,10357.0,569.0,343.0,1.0,511.0,465.0,78.0,2.0,7.0,0.0,1885.0,410.0,454.0,47.5
vs Betis,31.0,45.9,38.0,418.0,3420.0,38.0,29.0,3.0,3.0,74.0,3.0,1.0,0.76,1.76,0.92,1.68,43.4,41.1,1.14,1.08,38.0,38.0,3420.0,62.0,1.63,188.0,128.0,70.2,11.0,8.0,19.0,11.0,28.9,6.0,6.0,0.0,0.0,38.0,2.0,5.0,2.0,53.1,0.26,-6.9,-0.18,226.0,537.0,42.1,911.0,158.0,42.0,36.2,275.0,56.0,44.3,424.0,14.0,3.3,43.0,1.13,15.8,129.0,11.0,30.0,3.39,0.08,0.27,0.1,-5.4,-6.1,13052.0,16934.0,77.1,232630.0,89082.0,5986.0,6800.0,88.0,5058.0,6097.0,83.0,1531.0,2849.0,53.7,308.0,1011.0,253.0,79.0,1375.0,14870.0,1935.0,530.0,43.0,168.0,765.0,215.0,96.0,80.0,2.0,808.0,129.0,323.0,745.0,19.61,524.0,70.0,51.0,32.0,67.0,1.76,52.0,3.0,3.0,3.0,0.0,647.0,370.0,331.0,254.0,62.0,416.0,135.0,281.0,375.0,614.0,11.0,21018.0,2221.0,6760.0,9187.0,5302.0,736.0,21015.0,11051.0,686.0,469.0,160.0,12921.0,562.0,338.0,1.0,495.0,455.0,129.0,3.0,6.0,2.0,1869.0,511.0,505.0,50.3
vs Cádiz,33.0,59.1,38.0,418.0,3420.0,51.0,31.0,11.0,13.0,98.0,6.0,1.34,0.82,2.16,1.05,1.87,48.3,38.2,1.27,1.0,38.0,38.0,3420.0,35.0,0.92,124.0,86.0,74.2,15.0,15.0,8.0,13.0,34.2,6.0,3.0,3.0,0.0,38.0,1.0,2.0,0.0,40.2,0.29,5.2,0.14,235.0,501.0,46.9,900.0,184.0,36.6,33.7,301.0,57.1,45.4,687.0,47.0,6.8,61.0,1.61,15.0,157.0,20.0,34.1,4.13,0.09,0.25,0.08,2.7,1.8,16729.0,20783.0,80.5,292201.0,107898.0,7875.0,8901.0,88.5,6714.0,7838.0,85.7,1663.0,2923.0,56.9,357.0,1481.0,336.0,92.0,1805.0,18843.0,1877.0,515.0,50.0,183.0,750.0,176.0,60.0,76.0,3.0,806.0,63.0,337.0,845.0,22.24,579.0,84.0,50.0,54.0,85.0,2.24,50.0,5.0,13.0,10.0,0.0,529.0,312.0,265.0,197.0,67.0,328.0,89.0,239.0,323.0,792.0,12.0,24939.0,2196.0,6771.0,12031.0,6336.0,803.0,24926.0,14139.0,735.0,581.0,139.0,16592.0,672.0,345.0,3.0,472.0,462.0,63.0,10.0,6.0,0.0,2038.0,693.0,601.0,53.6
vs Celta Vigo,25.0,44.4,38.0,418.0,3420.0,41.0,29.0,4.0,8.0,103.0,5.0,1.08,0.76,1.84,0.97,1.74,45.7,39.4,1.2,1.04,38.0,38.0,3420.0,43.0,1.13,141.0,96.0,71.6,16.0,10.0,12.0,15.0,39.5,6.0,3.0,3.0,0.0,38.0,0.0,2.0,0.0,44.4,0.28,1.4,0.04,255.0,623.0,40.9,918.0,146.0,46.7,39.0,278.0,69.8,48.8,608.0,23.0,3.8,43.0,1.13,14.8,128.0,16.0,32.2,3.37,0.09,0.29,0.1,-4.7,-2.4,12362.0,16708.0,74.0,227784.0,91488.0,5369.0,6407.0,83.8,4961.0,6088.0,81.5,1613.0,3048.0,52.9,293.0,989.0,257.0,80.0,1251.0,14678.0,1995.0,562.0,22.0,184.0,609.0,146.0,56.0,57.0,0.0,925.0,35.0,394.0,709.0,18.66,478.0,74.0,44.0,51.0,71.0,1.87,45.0,1.0,11.0,4.0,4.0,554.0,324.0,236.0,237.0,81.0,410.0,97.0,313.0,454.0,776.0,14.0,21082.0,2265.0,6965.0,9473.0,4873.0,676.0,21074.0,10464.0,547.0,395.0,133.0,12239.0,679.0,410.0,0.0,488.0,481.0,35.0,6.0,6.0,0.0,2175.0,696.0,603.0,53.6
vs Elche,28.0,51.6,38.0,418.0,3420.0,52.0,41.0,7.0,9.0,80.0,2.0,1.37,1.08,2.45,1.18,2.26,59.1,52.1,1.56,1.37,38.0,38.0,3420.0,40.0,1.05,107.0,68.0,63.6,18.0,9.0,11.0,12.0,31.6,1.0,1.0,0.0,0.0,38.0,0.0,3.0,1.0,33.0,0.3,-6.0,-0.16,186.0,445.0,41.8,802.0,136.0,39.8,35.6,236.0,53.4,43.6,529.0,25.0,4.7,58.0,1.53,17.3,166.0,23.0,32.4,4.37,0.09,0.27,0.1,-7.1,-7.1,14329.0,18212.0,78.7,256254.0,92494.0,6340.0,7186.0,88.2,5813.0,6829.0,85.1,1633.0,2988.0,54.7,372.0,1095.0,327.0,109.0,1477.0,16269.0,1839.0,547.0,78.0,195.0,767.0,195.0,74.0,74.0,0.0,775.0,104.0,279.0,916.0,24.11,652.0,75.0,59.0,56.0,89.0,2.34,59.0,8.0,8.0,6.0,1.0,588.0,345.0,244.0,268.0,76.0,363.0,87.0,276.0,359.0,617.0,9.0,22214.0,1764.0,6198.0,10589.0,5631.0,834.0,22205.0,12291.0,657.0,488.0,163.0,14181.0,567.0,321.0,0.0,504.0,495.0,104.0,8.0,1.0,1.0,2077.0,515.0,527.0,49.4
vs Espanyol,34.0,52.9,38.0,418.0,3420.0,51.0,39.0,4.0,5.0,120.0,7.0,1.34,1.03,2.37,1.24,2.26,51.2,47.3,1.35,1.25,38.0,38.0,3420.0,40.0,1.05,133.0,94.0,73.7,16.0,12.0,10.0,10.0,26.3,5.0,5.0,0.0,0.0,38.0,1.0,7.0,1.0,37.3,0.24,-1.7,-0.05,191.0,389.0,49.1,804.0,149.0,32.1,32.7,254.0,51.6,42.0,458.0,19.0,4.1,35.0,0.92,14.4,165.0,14.0,33.2,4.34,0.09,0.28,0.1,-0.2,-0.3,15516.0,19314.0,80.3,275016.0,98608.0,7112.0,7983.0,89.1,6148.0,7212.0,85.2,1748.0,2957.0,59.1,367.0,1282.0,378.0,102.0,1705.0,17461.0,1767.0,487.0,56.0,190.0,888.0,223.0,83.0,84.0,1.0,716.0,86.0,313.0,883.0,23.24,666.0,75.0,46.0,35.0,89.0,2.34,70.0,6.0,5.0,2.0,2.0,574.0,350.0,248.0,249.0,77.0,338.0,98.0,240.0,287.0,591.0,4.0,23110.0,1938.0,6189.0,10593.0,6526.0,976.0,23105.0,12859.0,800.0,567.0,194.0,15370.0,533.0,282.0,4.0,540.0,418.0,86.0,2.0,5.0,1.0,1899.0,574.0,447.0,56.2
vs Getafe,31.0,58.8,38.0,418.0,3420.0,40.0,30.0,2.0,4.0,110.0,4.0,1.05,0.79,1.84,1.0,1.79,38.6,35.5,1.02,0.94,38.0,38.0,3420.0,33.0,0.87,116.0,83.0,74.1,15.0,15.0,8.0,18.0,47.4,5.0,3.0,2.0,0.0,38.0,0.0,4.0,2.0,29.4,0.21,-1.6,-0.04,199.0,497.0,40.0,976.0,185.0,37.4,34.9,241.0,54.8,44.0,471.0,26.0,5.5,50.0,1.32,17.0,129.0,22.0,31.6,3.39,0.09,0.29,0.09,1.4,2.5,16725.0,21156.0,79.1,307501.0,104030.0,7102.0,8082.0,87.9,6938.0,8090.0,85.8,2111.0,3622.0,58.3,299.0,1096.0,270.0,78.0,1521.0,19121.0,1926.0,575.0,58.0,282.0,752.0,186.0,60.0,87.0,1.0,846.0,109.0,365.0,715.0,18.82,505.0,85.0,32.0,52.0,70.0,1.84,56.0,5.0,4.0,2.0,1.0,511.0,279.0,204.0,239.0,68.0,343.0,106.0,237.0,357.0,668.0,8.0,25022.0,2099.0,7619.0,12389.0,5225.0,653.0,25018.0,14196.0,612.0,505.0,111.0,16581.0,621.0,339.0,2.0,510.0,530.0,109.0,3.0,5.0,2.0,2111.0,717.0,721.0,49.9
