player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Issah Abbas,gh GHA,FW,Mainz 05,19,1998,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,2.0,50.0,26.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
David Abraham,ar ARG,DF,Eint Frankfurt,32,1986,17.0,17.0,1420.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.05,0.05,15.8,1.0,0.0,20.0,0.06,0.0,0.0,0.15,-0.8,-0.8,514.0,671.0,76.6,10872.0,4118.0,142.0,172.0,82.6,284.0,332.0,85.5,83.0,136.0,61.0,5.0,56.0,6.0,2.0,80.0,646.0,22.0,20.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,12.0,0.76,9.0,0.0,1.0,1.0,1.0,0.06,0.0,0.0,1.0,0.0,0.0,22.0,14.0,13.0,8.0,1.0,23.0,12.0,11.0,24.0,64.0,0.0,839.0,94.0,370.0,434.0,47.0,8.0,839.0,418.0,20.0,14.0,0.0,442.0,5.0,2.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,104.0,40.0,22.0,64.5
Amir Abrashi,al ALB,MF,Freiburg,28,1990,10.0,9.0,790.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,0.03,8.8,2.0,0.0,28.6,0.23,0.0,0.0,0.03,-0.2,-0.2,319.0,372.0,85.8,5012.0,1108.0,154.0,174.0,88.5,129.0,137.0,94.2,18.0,26.0,69.2,2.0,14.0,0.0,0.0,19.0,368.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,8.0,0.91,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,7.0,10.0,3.0,11.0,3.0,8.0,14.0,15.0,0.0,461.0,24.0,112.0,294.0,58.0,1.0,461.0,193.0,6.0,4.0,1.0,266.0,4.0,8.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,61.0,5.0,4.0,55.6
Tyler Adams,us USA,MF,RB Leipzig,19,1999,10.0,8.0,721.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.1,0.1,0.01,0.01,8.0,1.0,0.0,50.0,0.12,0.0,0.0,0.03,-0.1,-0.1,424.0,530.0,80.0,6109.0,2131.0,227.0,272.0,83.5,146.0,173.0,84.4,22.0,35.0,62.9,5.0,53.0,5.0,0.0,64.0,511.0,18.0,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,12.0,1.5,10.0,0.0,0.0,1.0,3.0,0.37,3.0,0.0,0.0,0.0,0.0,29.0,17.0,12.0,16.0,1.0,17.0,1.0,16.0,16.0,8.0,0.0,641.0,16.0,87.0,443.0,119.0,6.0,641.0,292.0,19.0,19.0,0.0,405.0,18.0,6.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,60.0,17.0,14.0,54.8
Antonis Aidonis,de GER,DF,Stuttgart,17,2001,2.0,1.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,35.0,37.1,252.0,147.0,3.0,5.0,60.0,8.0,19.0,42.1,2.0,5.0,40.0,0.0,3.0,2.0,1.0,2.0,27.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,46.0,0.0,6.0,18.0,22.0,1.0,46.0,14.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,33.3
Manuel Akanji,ch SUI,DF,Dortmund,23,1995,25.0,25.0,2205.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.04,0.04,0.04,0.5,0.5,0.02,0.02,24.5,2.0,0.0,28.6,0.08,0.14,0.5,0.07,0.5,0.5,1722.0,1855.0,92.8,35445.0,11973.0,509.0,539.0,94.4,948.0,980.0,96.7,247.0,303.0,81.5,6.0,94.0,3.0,2.0,122.0,1799.0,54.0,38.0,0.0,27.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,9.0,18.0,0.73,14.0,0.0,0.0,2.0,4.0,0.16,2.0,0.0,0.0,1.0,1.0,29.0,19.0,14.0,13.0,2.0,22.0,13.0,9.0,27.0,92.0,2.0,2068.0,143.0,758.0,1249.0,68.0,17.0,2068.0,1445.0,24.0,13.0,1.0,1592.0,9.0,6.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,121.0,44.0,37.0,54.3
Chadrac Akolo,cd COD,"MF,FW",Stuttgart,23,1995,16.0,5.0,525.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.9,0.9,0.16,0.16,5.8,3.0,0.0,21.4,0.51,0.0,0.0,0.07,-0.9,-0.9,119.0,161.0,73.9,1529.0,355.0,73.0,82.0,89.0,36.0,51.0,70.6,2.0,8.0,25.0,6.0,7.0,4.0,2.0,14.0,161.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,3.6,15.0,0.0,2.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,9.0,6.0,2.0,7.0,0.0,7.0,0.0,7.0,4.0,1.0,0.0,230.0,0.0,23.0,116.0,93.0,15.0,230.0,137.0,14.0,8.0,4.0,157.0,16.0,11.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,31.0,6.0,17.0,26.1
Kevin Akpoguma,ng NGA,DF,Hoffenheim,23,1995,8.0,5.0,499.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,269.0,84.8,4015.0,1468.0,101.0,112.0,90.2,104.0,114.0,91.2,20.0,35.0,57.1,0.0,27.0,0.0,0.0,33.0,255.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,7.0,1.26,6.0,0.0,0.0,1.0,2.0,0.36,1.0,0.0,0.0,1.0,0.0,23.0,15.0,13.0,10.0,0.0,18.0,5.0,13.0,12.0,20.0,2.0,345.0,37.0,142.0,197.0,9.0,0.0,345.0,187.0,4.0,2.0,0.0,198.0,4.0,3.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,31.0,5.0,7.0,41.7
Kevin Akpoguma,ng NGA,DF,Hannover 96,23,1995,4.0,4.0,313.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,171.0,78.9,2640.0,903.0,48.0,54.0,88.9,73.0,83.0,88.0,14.0,28.0,50.0,0.0,13.0,2.0,0.0,20.0,164.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,1.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,5.0,5.0,0.0,7.0,2.0,5.0,10.0,7.0,2.0,208.0,12.0,82.0,119.0,9.0,0.0,208.0,126.0,2.0,3.0,0.0,132.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,14.0,6.0,5.0,54.5
David Alaba,at AUT,DF,Bayern Munich,26,1992,31.0,29.0,2530.0,3.0,3.0,0.0,0.0,4.0,0.0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,0.11,0.11,28.1,16.0,16.0,34.0,0.57,0.06,0.19,0.07,-0.2,-0.2,1769.0,2153.0,82.2,26475.0,8480.0,970.0,1061.0,91.4,637.0,755.0,84.4,92.0,184.0,50.0,28.0,144.0,41.0,20.0,190.0,1843.0,300.0,30.0,1.0,9.0,115.0,5.0,0.0,5.0,0.0,265.0,10.0,52.0,84.0,2.99,64.0,4.0,10.0,2.0,9.0,0.32,7.0,1.0,0.0,0.0,0.0,34.0,21.0,13.0,13.0,8.0,24.0,3.0,21.0,31.0,40.0,0.0,2385.0,46.0,464.0,1199.0,743.0,62.0,2385.0,1302.0,87.0,63.0,11.0,1651.0,26.0,19.0,0.0,13.0,11.0,5.0,0.0,0.0,0.0,148.0,24.0,22.0,52.2
