player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Issah Abbas,gh GHA,FW,Utrecht,20,1998,15.0,10.0,836.0,2.0,0.0,0.0,0.0,4.0,0.0,0.22,0.0,0.22,0.22,0.22,3.1,3.1,0.33,0.33,9.3,6.0,0.0,30.0,0.65,0.1,0.33,0.15,-1.1,-1.1,98.0,151.0,64.9,1369.0,310.0,49.0,69.0,71.0,36.0,48.0,75.0,3.0,12.0,25.0,5.0,3.0,5.0,2.0,6.0,142.0,8.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,18.0,1.94,12.0,0.0,3.0,2.0,3.0,0.32,0.0,0.0,1.0,1.0,0.0,15.0,11.0,7.0,4.0,4.0,3.0,0.0,3.0,4.0,1.0,0.0,258.0,1.0,31.0,77.0,154.0,58.0,258.0,171.0,21.0,10.0,14.0,178.0,33.0,17.0,0.0,17.0,12.0,13.0,1.0,0.0,0.0,24.0,3.0,11.0,21.4
Dirk Abels,nl NED,DF,Sparta R'dam,22,1997,25.0,19.0,1847.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,0.4,0.4,0.02,0.02,20.5,2.0,0.0,22.2,0.1,0.0,0.0,0.04,-0.4,-0.4,660.0,945.0,69.8,11728.0,5430.0,266.0,326.0,81.6,322.0,451.0,71.4,55.0,127.0,43.3,19.0,69.0,18.0,7.0,70.0,733.0,212.0,9.0,1.0,3.0,35.0,1.0,1.0,0.0,0.0,202.0,0.0,17.0,38.0,1.85,32.0,2.0,1.0,2.0,5.0,0.24,5.0,0.0,0.0,0.0,0.0,23.0,13.0,17.0,6.0,0.0,16.0,5.0,11.0,34.0,73.0,0.0,1133.0,87.0,353.0,530.0,253.0,23.0,1133.0,418.0,14.0,16.0,3.0,536.0,9.0,0.0,0.0,16.0,8.0,1.0,0.0,1.0,0.0,92.0,23.0,23.0,50.0
Abdallah Aberkane,nl NED,DF,Sparta R'dam,19,2000,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,39.0,20.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nassim El Ablak,nl NED,MF,Fortuna Sittard,19,2000,3.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.14,0.14,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,12.0,18.0,66.7,257.0,143.0,2.0,3.0,66.7,7.0,7.0,100.0,2.0,5.0,40.0,1.0,1.0,1.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,30.0,0.0,6.0,16.0,8.0,1.0,30.0,20.0,0.0,2.0,0.0,20.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,19,2000,12.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.66,0.66,2.2,2.0,0.0,18.2,0.9,0.0,0.0,0.13,-1.5,-1.5,52.0,73.0,71.2,679.0,84.0,33.0,37.0,89.2,16.0,23.0,69.6,1.0,6.0,16.7,0.0,1.0,0.0,0.0,2.0,66.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,112.0,2.0,6.0,39.0,69.0,16.0,112.0,70.0,10.0,9.0,4.0,93.0,8.0,6.0,0.0,5.0,9.0,2.0,0.0,1.0,0.0,7.0,2.0,3.0,40.0
Zakaria Aboukhlal,ma MAR,FW,PSV Eindhoven,19,2000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amir Absalem,nl NED,DF,Groningen,22,1997,5.0,4.0,352.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,174.0,238.0,73.1,3448.0,1162.0,57.0,67.0,85.1,97.0,118.0,82.2,19.0,44.0,43.2,3.0,19.0,3.0,0.0,24.0,210.0,28.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,6.0,1.53,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,5.0,0.0,1.0,0.0,1.0,7.0,10.0,0.0,281.0,11.0,98.0,143.0,41.0,3.0,281.0,147.0,6.0,7.0,0.0,154.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,32.0,5.0,4.0,55.6
Giorgi Aburjania,ge GEO,MF,Twente,24,1995,17.0,5.0,654.0,2.0,0.0,0.0,0.0,2.0,0.0,0.28,0.0,0.28,0.28,0.28,0.8,0.8,0.11,0.11,7.3,2.0,1.0,33.3,0.28,0.33,1.0,0.14,1.2,1.2,311.0,373.0,83.4,4852.0,1576.0,160.0,181.0,88.4,116.0,128.0,90.6,20.0,41.0,48.8,5.0,32.0,4.0,1.0,40.0,357.0,14.0,9.0,1.0,5.0,8.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,17.0,2.34,12.0,0.0,1.0,2.0,3.0,0.41,2.0,0.0,1.0,0.0,0.0,30.0,12.0,17.0,10.0,3.0,10.0,4.0,6.0,6.0,2.0,0.0,458.0,17.0,117.0,269.0,77.0,3.0,458.0,256.0,15.0,18.0,0.0,311.0,13.0,14.0,0.0,12.0,17.0,0.0,0.0,0.0,0.0,48.0,4.0,8.0,33.3
Ragnar Ache,de GER,FW,Sparta R'dam,21,1998,19.0,18.0,1471.0,5.0,3.0,0.0,0.0,0.0,0.0,0.31,0.18,0.49,0.31,0.49,6.0,6.0,0.37,0.37,16.3,8.0,0.0,29.6,0.49,0.19,0.63,0.22,-1.0,-1.0,200.0,316.0,63.3,2683.0,663.0,128.0,181.0,70.7,54.0,87.0,62.1,8.0,14.0,57.1,15.0,20.0,17.0,2.0,40.0,311.0,5.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,30.0,1.84,24.0,0.0,1.0,3.0,5.0,0.31,5.0,0.0,0.0,0.0,0.0,13.0,7.0,1.0,9.0,3.0,9.0,1.0,8.0,3.0,20.0,0.0,525.0,21.0,41.0,218.0,272.0,50.0,525.0,254.0,26.0,16.0,10.0,379.0,61.0,28.0,0.0,24.0,20.0,14.0,0.0,1.0,0.0,40.0,102.0,78.0,56.7
Luka Adžić,rs SRB,FW,Emmen,20,1998,3.0,1.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.56,0.56,0.56,0.9,0.9,0.53,0.53,1.8,2.0,0.0,25.0,1.13,0.13,0.5,0.12,0.1,0.1,38.0,56.0,67.9,537.0,83.0,25.0,29.0,86.2,11.0,19.0,57.9,2.0,5.0,40.0,2.0,1.0,1.0,0.0,4.0,54.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.06,4.0,0.0,2.0,0.0,4.0,2.25,1.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,1.0,9.0,35.0,43.0,9.0,84.0,51.0,12.0,5.0,5.0,62.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,4.0,4.0,50.0
