player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Yunis Abdelhamid,ma MAR,DF,Reims,33,1987,34.0,34.0,2983.0,2.0,0.0,0.0,0.0,5.0,1.0,0.06,0.0,0.06,0.06,0.06,1.2,1.2,0.04,0.04,33.1,6.0,0.0,33.3,0.18,0.11,0.33,0.07,0.8,0.8,1284.0,1578.0,81.4,25516.0,9586.0,415.0,469.0,88.5,715.0,787.0,90.9,145.0,266.0,54.5,9.0,95.0,7.0,0.0,119.0,1471.0,101.0,89.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,9.0,6.0,26.0,22.0,0.66,17.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,48.0,27.0,34.0,14.0,0.0,50.0,25.0,25.0,68.0,104.0,0.0,1919.0,212.0,1017.0,843.0,84.0,24.0,1919.0,1194.0,23.0,19.0,0.0,1202.0,28.0,13.0,0.0,39.0,25.0,0.0,0.0,1.0,0.0,195.0,62.0,38.0,62.0
Salis Abdul Samed,gh GHA,MF,Clermont Foot,21,2000,31.0,29.0,2462.0,1.0,0.0,0.0,0.0,12.0,3.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.03,0.03,27.4,5.0,0.0,27.8,0.18,0.06,0.2,0.04,0.3,0.3,1535.0,1701.0,90.2,25518.0,5456.0,748.0,805.0,92.9,655.0,699.0,93.7,108.0,129.0,83.7,17.0,87.0,13.0,1.0,108.0,1678.0,21.0,17.0,1.0,3.0,14.0,0.0,0.0,0.0,0.0,4.0,2.0,29.0,50.0,1.83,41.0,0.0,4.0,4.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,43.0,23.0,25.0,16.0,2.0,18.0,1.0,17.0,42.0,15.0,0.0,1948.0,39.0,557.0,1146.0,261.0,16.0,1948.0,1386.0,24.0,23.0,3.0,1481.0,42.0,30.0,2.0,43.0,37.0,0.0,0.0,0.0,0.0,186.0,17.0,20.0,45.9
Laurent Abergel,fr FRA,MF,Lorient,28,1993,34.0,34.0,2956.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.06,0.06,0.0,0.06,1.5,1.5,0.04,0.04,32.8,7.0,0.0,24.1,0.21,0.0,0.0,0.05,-1.5,-1.5,1342.0,1660.0,80.8,23767.0,6837.0,606.0,679.0,89.2,535.0,620.0,86.3,152.0,236.0,64.4,35.0,147.0,23.0,9.0,171.0,1617.0,35.0,25.0,7.0,21.0,37.0,2.0,0.0,1.0,0.0,8.0,8.0,49.0,83.0,2.53,67.0,2.0,1.0,7.0,9.0,0.27,8.0,0.0,0.0,1.0,0.0,110.0,60.0,44.0,53.0,13.0,58.0,1.0,57.0,55.0,13.0,0.0,2032.0,24.0,404.0,1298.0,357.0,13.0,2032.0,1311.0,30.0,39.0,3.0,1410.0,52.0,40.0,0.0,41.0,69.0,1.0,0.0,0.0,0.0,264.0,11.0,7.0,61.1
Charles Abi,fr FRA,FW,Saint-Étienne,21,2000,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,46.0,0.0,2.0,3.0,66.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,8.0,1.0,12.0,7.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Matthis Abline,fr FRA,FW,Rennes,18,2003,7.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.24,0.24,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14,-0.3,-0.3,7.0,9.0,77.8,72.0,15.0,5.0,7.0,71.4,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,20.0,1.0,1.0,6.0,13.0,3.0,20.0,11.0,1.0,1.0,0.0,12.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Mohamed Achi,fr FRA,MF,Nantes,19,2002,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,102.0,10.0,1.0,1.0,100.0,3.0,6.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,5.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Martin Adeline,fr FRA,"MF,FW",Reims,17,2003,8.0,2.0,352.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.09,0.09,3.9,1.0,0.0,25.0,0.26,0.0,0.0,0.09,-0.4,-0.4,107.0,147.0,72.8,1681.0,608.0,51.0,63.0,81.0,39.0,47.0,83.0,9.0,14.0,64.3,3.0,8.0,3.0,0.0,16.0,138.0,8.0,4.0,0.0,0.0,11.0,4.0,0.0,4.0,0.0,0.0,1.0,12.0,10.0,2.56,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,5.0,8.0,2.0,0.0,0.0,0.0,11.0,6.0,0.0,193.0,8.0,42.0,91.0,64.0,7.0,193.0,108.0,5.0,5.0,1.0,101.0,8.0,6.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,35.0,3.0,5.0,37.5
Yacine Adli,fr FRA,"MF,FW",Bordeaux,21,2000,36.0,25.0,2260.0,1.0,7.0,0.0,0.0,5.0,0.0,0.04,0.28,0.32,0.04,0.32,2.0,2.0,0.08,0.08,25.1,15.0,4.0,46.9,0.6,0.03,0.07,0.06,-1.0,-1.0,906.0,1251.0,72.4,17505.0,6047.0,410.0,480.0,85.4,310.0,407.0,76.2,157.0,279.0,56.3,59.0,122.0,36.0,4.0,164.0,1105.0,138.0,48.0,11.0,30.0,114.0,68.0,38.0,17.0,1.0,12.0,8.0,25.0,121.0,4.82,81.0,22.0,3.0,5.0,18.0,0.72,13.0,3.0,0.0,1.0,0.0,43.0,27.0,22.0,14.0,7.0,33.0,3.0,30.0,37.0,11.0,2.0,1531.0,16.0,266.0,793.0,491.0,45.0,1531.0,996.0,66.0,50.0,17.0,1050.0,59.0,47.0,0.0,21.0,27.0,4.0,0.0,0.0,0.0,150.0,12.0,19.0,38.7
Lucien Agoume,fr FRA,MF,Brest,19,2002,27.0,21.0,1868.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.1,0.06,0.05,20.8,1.0,0.0,6.7,0.05,0.0,0.0,0.07,-1.2,-1.1,836.0,996.0,83.9,15009.0,4513.0,371.0,417.0,89.0,328.0,377.0,87.0,112.0,141.0,79.4,13.0,86.0,8.0,0.0,116.0,955.0,38.0,30.0,0.0,10.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,20.0,35.0,1.69,28.0,1.0,4.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,51.0,31.0,24.0,20.0,7.0,30.0,9.0,21.0,52.0,27.0,1.0,1210.0,55.0,354.0,666.0,206.0,30.0,1210.0,705.0,16.0,19.0,6.0,741.0,19.0,17.0,0.0,31.0,14.0,0.0,0.0,1.0,0.0,148.0,26.0,29.0,47.3
Nayef Aguerd,ma MAR,DF,Rennes,25,1996,31.0,31.0,2735.0,2.0,2.0,0.0,0.0,3.0,1.0,0.07,0.07,0.13,0.07,0.13,2.1,2.1,0.07,0.07,30.4,7.0,0.0,28.0,0.23,0.08,0.29,0.08,-0.1,-0.1,1959.0,2204.0,88.9,40414.0,15329.0,613.0,660.0,92.9,1050.0,1106.0,94.9,277.0,398.0,69.6,4.0,118.0,2.0,0.0,101.0,2127.0,74.0,69.0,2.0,41.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,15.0,0.49,10.0,0.0,4.0,1.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,27.0,18.0,16.0,11.0,0.0,24.0,14.0,10.0,24.0,127.0,1.0,2469.0,221.0,1143.0,1274.0,59.0,34.0,2469.0,1611.0,11.0,7.0,0.0,1849.0,7.0,4.0,0.0,20.0,16.0,1.0,1.0,2.0,0.0,154.0,95.0,51.0,65.1
