player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Brenden Aaronson,us USA,"MF,FW",Leeds United,21,2000,36.0,28.0,2372.0,1.0,3.0,0.0,0.0,2.0,0.0,0.04,0.11,0.15,0.04,0.15,3.9,3.9,0.15,0.15,26.4,9.0,2.0,22.0,0.34,0.02,0.11,0.09,-2.9,-2.9,592.0,797.0,74.3,7577.0,2182.0,346.0,423.0,81.8,150.0,195.0,76.9,25.0,65.0,38.5,46.0,47.0,16.0,4.0,86.0,711.0,85.0,26.0,8.0,2.0,72.0,38.0,17.0,14.0,1.0,5.0,1.0,27.0,95.0,3.6,57.0,17.0,5.0,8.0,7.0,0.27,3.0,1.0,1.0,1.0,1.0,45.0,18.0,16.0,22.0,7.0,43.0,3.0,40.0,5.0,6.0,1.0,1143.0,12.0,116.0,495.0,554.0,72.0,1143.0,686.0,43.0,34.0,13.0,767.0,71.0,82.0,0.0,16.0,55.0,6.0,0.0,0.0,0.0,128.0,8.0,39.0,17.0
George Abbott,eng ENG,MF,Tottenham,16,2005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,8.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Che Adams,sct SCO,FW,Southampton,26,1996,28.0,23.0,1992.0,5.0,3.0,0.0,0.0,1.0,0.0,0.23,0.14,0.36,0.23,0.36,6.6,6.6,0.3,0.3,22.1,14.0,0.0,29.8,0.63,0.11,0.36,0.14,-1.6,-1.6,330.0,498.0,66.3,4651.0,1042.0,205.0,278.0,73.7,78.0,118.0,66.1,26.0,37.0,70.3,24.0,21.0,11.0,2.0,34.0,490.0,7.0,0.0,6.0,7.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,17.0,57.0,2.57,44.0,1.0,5.0,5.0,7.0,0.32,5.0,0.0,0.0,2.0,0.0,17.0,13.0,7.0,8.0,2.0,13.0,4.0,9.0,4.0,22.0,0.0,717.0,29.0,66.0,286.0,377.0,103.0,717.0,405.0,17.0,11.0,9.0,558.0,66.0,28.0,0.0,38.0,27.0,14.0,0.0,0.0,0.0,53.0,61.0,103.0,37.2
Tyler Adams,us USA,MF,Leeds United,23,1999,24.0,24.0,2156.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.1,-0.1,1108.0,1343.0,82.5,16592.0,5061.0,607.0,686.0,88.5,390.0,460.0,84.8,63.0,107.0,58.9,24.0,110.0,13.0,0.0,136.0,1271.0,72.0,58.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,24.0,43.0,1.79,42.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,89.0,46.0,44.0,35.0,10.0,48.0,8.0,40.0,35.0,29.0,0.0,1628.0,44.0,376.0,1010.0,254.0,5.0,1628.0,818.0,19.0,21.0,0.0,919.0,28.0,18.0,1.0,37.0,21.0,1.0,0.0,0.0,0.0,199.0,25.0,15.0,62.5
Tosin Adarabioyo,eng ENG,DF,Fulham,24,1997,25.0,23.0,2085.0,1.0,0.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,0.7,0.7,0.03,0.03,23.2,4.0,1.0,25.0,0.17,0.06,0.25,0.04,0.3,0.3,1066.0,1300.0,82.0,22623.0,8478.0,265.0,307.0,86.3,653.0,735.0,88.8,136.0,223.0,61.0,6.0,96.0,7.0,0.0,95.0,1235.0,58.0,47.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,18.0,0.78,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,22.0,6.0,2.0,20.0,15.0,5.0,26.0,140.0,1.0,1544.0,231.0,776.0,732.0,46.0,19.0,1544.0,834.0,16.0,12.0,1.0,975.0,4.0,4.0,0.0,17.0,5.0,3.0,0.0,0.0,0.0,110.0,59.0,26.0,69.4
Nayef Aguerd,ma MAR,DF,West Ham,26,1996,18.0,17.0,1595.0,2.0,0.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,2.2,2.2,0.13,0.13,17.7,2.0,0.0,16.7,0.11,0.17,1.0,0.19,-0.2,-0.2,599.0,763.0,78.5,12203.0,5332.0,224.0,244.0,91.8,287.0,335.0,85.7,82.0,169.0,48.5,6.0,37.0,4.0,0.0,25.0,723.0,36.0,29.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.0,0.79,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,18.0,8.0,1.0,26.0,24.0,2.0,18.0,79.0,2.0,949.0,161.0,563.0,358.0,35.0,23.0,949.0,523.0,2.0,1.0,0.0,564.0,8.0,7.0,0.0,8.0,8.0,2.0,0.0,1.0,0.0,105.0,32.0,31.0,50.8
Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,20,2002,8.0,0.0,94.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.15,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.2,-0.2,37.0,46.0,80.4,550.0,179.0,19.0,23.0,82.6,15.0,17.0,88.2,1.0,3.0,33.3,1.0,3.0,0.0,0.0,2.0,45.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0,12.0,35.0,16.0,4.0,63.0,32.0,1.0,2.0,1.0,39.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
Rayan Aït Nouri,dz ALG,DF,Wolves,21,2001,21.0,9.0,1076.0,1.0,0.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,0.7,0.7,0.06,0.06,12.0,5.0,0.0,50.0,0.42,0.1,0.2,0.07,0.3,0.3,470.0,578.0,81.3,7079.0,2353.0,268.0,300.0,89.3,169.0,205.0,82.4,20.0,32.0,62.5,7.0,29.0,14.0,5.0,43.0,487.0,89.0,5.0,0.0,2.0,21.0,3.0,1.0,2.0,0.0,81.0,2.0,18.0,23.0,1.93,14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,25.0,7.0,1.0,3.0,0.0,3.0,9.0,28.0,0.0,740.0,40.0,240.0,279.0,233.0,28.0,740.0,395.0,30.0,13.0,10.0,454.0,28.0,12.0,0.0,15.0,11.0,3.0,0.0,1.0,1.0,61.0,14.0,17.0,45.2
Kristoffer Ajer,no NOR,DF,Brentford,24,1998,9.0,9.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,259.0,345.0,75.1,4480.0,1887.0,131.0,159.0,82.4,102.0,128.0,79.7,23.0,40.0,57.5,1.0,20.0,3.0,1.0,31.0,293.0,51.0,7.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,44.0,1.0,8.0,4.0,0.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,5.0,4.0,2.0,6.0,5.0,1.0,7.0,22.0,0.0,412.0,45.0,184.0,167.0,64.0,9.0,412.0,213.0,10.0,5.0,0.0,231.0,3.0,8.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0,36.0,15.0,11.0,57.7
Manuel Akanji,ch SUI,DF,Manchester City,27,1995,29.0,24.0,2287.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,0.05,0.05,25.4,2.0,0.0,13.3,0.08,0.0,0.0,0.09,-1.3,-1.3,1912.0,2056.0,93.0,32634.0,10258.0,867.0,902.0,96.1,903.0,945.0,95.6,117.0,166.0,70.5,7.0,140.0,3.0,1.0,116.0,1999.0,55.0,28.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,27.0,2.0,8.0,23.0,0.91,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,15.0,18.0,3.0,27.0,9.0,18.0,16.0,33.0,0.0,2231.0,121.0,815.0,1248.0,176.0,34.0,2231.0,1544.0,24.0,40.0,1.0,1734.0,12.0,3.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,136.0,23.0,34.0,40.4
