player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ignazio Abate,it ITA,DF,Milan,31,1986,19.0,15.0,1302.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,14.5,1.0,0.0,100.0,0.07,0.0,0.0,0.08,-0.1,-0.1,763.0,925.0,82.5,13052.0,4961.0,352.0,375.0,93.9,342.0,403.0,84.9,60.0,114.0,52.6,7.0,69.0,11.0,5.0,88.0,817.0,107.0,14.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,93.0,1.0,19.0,23.0,1.59,23.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,34.0,19.0,16.0,13.0,5.0,19.0,6.0,13.0,18.0,50.0,0.0,1070.0,67.0,342.0,579.0,156.0,11.0,1070.0,646.0,27.0,13.0,4.0,695.0,8.0,2.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,71.0,13.0,8.0,61.9
Francesco Acerbi,it ITA,DF,Lazio,30,1988,37.0,37.0,3309.0,3.0,1.0,0.0,0.0,4.0,1.0,0.08,0.03,0.11,0.08,0.11,3.4,3.4,0.09,0.09,36.8,7.0,0.0,38.9,0.19,0.17,0.43,0.2,-0.4,-0.4,1560.0,1800.0,86.7,30496.0,11601.0,547.0,598.0,91.5,765.0,828.0,92.4,216.0,313.0,69.0,10.0,111.0,7.0,1.0,135.0,1735.0,61.0,46.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,15.0,4.0,11.0,31.0,0.84,27.0,0.0,1.0,3.0,2.0,0.05,1.0,0.0,1.0,0.0,0.0,40.0,30.0,22.0,13.0,5.0,50.0,32.0,18.0,61.0,169.0,1.0,2178.0,257.0,1019.0,1060.0,112.0,28.0,2178.0,1191.0,39.0,26.0,2.0,1306.0,20.0,8.0,1.0,24.0,42.0,3.0,0.0,0.0,0.0,226.0,96.0,43.0,69.1
Afriyie Acquah,gh GHA,MF,Empoli,26,1992,28.0,19.0,1510.0,2.0,0.0,0.0,0.0,4.0,0.0,0.12,0.0,0.12,0.12,0.12,1.4,1.4,0.09,0.09,16.8,7.0,0.0,31.8,0.42,0.09,0.29,0.07,0.6,0.6,580.0,738.0,78.6,8818.0,2290.0,319.0,355.0,89.9,218.0,266.0,82.0,30.0,62.0,48.4,11.0,66.0,12.0,3.0,91.0,723.0,11.0,3.0,2.0,4.0,34.0,0.0,0.0,0.0,0.0,8.0,4.0,28.0,44.0,2.62,34.0,0.0,4.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,27.0,9.0,9.0,12.0,6.0,11.0,1.0,10.0,12.0,16.0,0.0,901.0,22.0,132.0,474.0,315.0,29.0,901.0,623.0,58.0,45.0,9.0,690.0,32.0,21.0,0.0,27.0,32.0,1.0,0.0,0.0,0.0,88.0,22.0,28.0,44.0
Claud Adjapong,it ITA,"MF,FW",Sassuolo,20,1998,5.0,3.0,270.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.33,0.33,0.33,0.7,0.7,0.24,0.24,3.0,1.0,0.0,50.0,0.33,0.5,1.0,0.36,0.3,0.3,74.0,101.0,73.3,1068.0,286.0,41.0,52.0,78.8,25.0,30.0,83.3,3.0,4.0,75.0,2.0,1.0,2.0,0.0,4.0,75.0,24.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,147.0,5.0,29.0,62.0,59.0,8.0,147.0,71.0,6.0,4.0,4.0,79.0,12.0,6.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3
Ali Adnan Kadhim,iq IRQ,DF,Atalanta,24,1993,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.13,0.13,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.2,-0.2,77.0,117.0,65.8,1301.0,457.0,45.0,54.0,83.3,23.0,35.0,65.7,7.0,19.0,36.8,3.0,5.0,1.0,1.0,8.0,89.0,26.0,4.0,0.0,1.0,14.0,6.0,0.0,6.0,0.0,16.0,2.0,6.0,8.0,4.34,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,137.0,7.0,34.0,56.0,50.0,4.0,137.0,73.0,7.0,2.0,0.0,79.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,66.7
Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,27,1990,4.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.05,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.1,27.0,35.0,77.1,429.0,42.0,19.0,22.0,86.4,4.0,5.0,80.0,4.0,4.0,100.0,1.0,0.0,0.0,0.0,1.0,32.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,53.0,4.0,10.0,31.0,12.0,2.0,53.0,25.0,2.0,2.0,0.0,32.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,50.0
Ola Aina,ng NGA,DF,Torino,21,1996,30.0,22.0,2160.0,1.0,3.0,0.0,0.0,5.0,1.0,0.04,0.12,0.17,0.04,0.17,1.4,1.4,0.06,0.06,24.0,5.0,0.0,20.8,0.21,0.04,0.2,0.06,-0.4,-0.4,861.0,1178.0,73.1,13729.0,5830.0,465.0,525.0,88.6,268.0,395.0,67.8,88.0,159.0,55.3,25.0,53.0,30.0,11.0,97.0,919.0,257.0,18.0,2.0,7.0,63.0,1.0,0.0,0.0,0.0,238.0,2.0,44.0,57.0,2.37,37.0,6.0,1.0,4.0,5.0,0.21,3.0,1.0,0.0,1.0,0.0,54.0,36.0,32.0,20.0,2.0,30.0,3.0,27.0,39.0,59.0,2.0,1497.0,63.0,382.0,699.0,444.0,35.0,1497.0,658.0,62.0,56.0,6.0,761.0,35.0,23.0,0.0,31.0,38.0,4.0,0.0,0.0,0.0,167.0,41.0,29.0,58.6
Luis Alberto,es ESP,"MF,FW",Lazio,25,1992,27.0,25.0,1990.0,4.0,5.0,1.0,1.0,5.0,1.0,0.18,0.23,0.41,0.14,0.36,4.2,3.4,0.19,0.16,22.1,12.0,7.0,17.9,0.54,0.04,0.25,0.05,-0.2,-0.4,1115.0,1487.0,75.0,17984.0,6331.0,591.0,659.0,89.7,325.0,411.0,79.1,129.0,274.0,47.1,76.0,136.0,54.0,7.0,200.0,1236.0,241.0,52.0,12.0,18.0,171.0,136.0,46.0,69.0,0.0,27.0,10.0,39.0,154.0,6.97,103.0,34.0,10.0,2.0,10.0,0.45,4.0,4.0,2.0,0.0,0.0,53.0,22.0,15.0,29.0,9.0,23.0,3.0,20.0,10.0,10.0,0.0,1747.0,11.0,137.0,817.0,821.0,51.0,1746.0,1056.0,100.0,112.0,13.0,1212.0,48.0,43.0,0.0,23.0,24.0,3.0,0.0,0.0,0.0,117.0,14.0,21.0,40.0
Raúl Albiol,es ESP,DF,Napoli,32,1985,20.0,19.0,1713.0,1.0,0.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,0.3,0.3,0.01,0.01,19.0,1.0,0.0,25.0,0.05,0.25,1.0,0.07,0.7,0.7,1009.0,1131.0,89.2,22510.0,7869.0,250.0,260.0,96.2,545.0,591.0,92.2,205.0,258.0,79.5,5.0,68.0,3.0,2.0,81.0,1095.0,35.0,35.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,20.0,1.05,20.0,0.0,0.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,16.0,8.0,12.0,4.0,0.0,19.0,16.0,3.0,20.0,90.0,1.0,1292.0,130.0,529.0,735.0,31.0,7.0,1292.0,758.0,4.0,4.0,0.0,889.0,5.0,2.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,102.0,46.0,33.0,58.2
Allan,br BRA,MF,Napoli,27,1991,33.0,28.0,2616.0,1.0,3.0,0.0,0.0,10.0,0.0,0.03,0.1,0.14,0.03,0.14,1.0,1.0,0.03,0.03,29.1,2.0,0.0,8.0,0.07,0.04,0.5,0.04,0.0,0.0,1979.0,2231.0,88.7,31900.0,9338.0,1018.0,1089.0,93.5,733.0,795.0,92.2,165.0,211.0,78.2,34.0,255.0,30.0,4.0,236.0,2107.0,110.0,70.0,7.0,13.0,14.0,0.0,0.0,0.0,0.0,18.0,14.0,32.0,88.0,3.03,75.0,0.0,2.0,2.0,10.0,0.34,9.0,0.0,0.0,0.0,0.0,106.0,70.0,39.0,55.0,12.0,55.0,13.0,42.0,36.0,28.0,0.0,2582.0,70.0,466.0,1711.0,439.0,26.0,2582.0,1757.0,49.0,66.0,14.0,1876.0,34.0,42.0,0.0,50.0,62.0,0.0,0.0,0.0,0.0,275.0,13.0,16.0,44.8
