team,players_used,possession,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Angers,30.0,48.4,38.0,418.0,3420.0,41.0,25.0,9.0,9.0,70.0,4.0,1.08,0.66,1.74,0.84,1.5,46.5,39.5,1.22,1.04,38.0,38.0,3420.0,55.0,1.45,155.0,103.0,67.7,10.0,11.0,17.0,8.0,21.1,5.0,5.0,0.0,0.0,38.0,2.0,9.0,3.0,47.5,0.28,-4.5,-0.12,122.0,376.0,32.4,758.0,216.0,30.9,33.1,306.0,46.4,40.0,576.0,44.0,7.6,38.0,1.0,12.5,123.0,18.0,32.0,3.24,0.08,0.26,0.11,-5.5,-7.5,15307.0,18797.0,81.4,281097.0,99557.0,6193.0,7006.0,88.4,6960.0,7916.0,87.9,1724.0,2880.0,59.9,277.0,1029.0,186.0,56.0,1349.0,16901.0,1850.0,548.0,30.0,147.0,572.0,186.0,60.0,81.0,2.0,717.0,46.0,292.0,671.0,17.66,439.0,76.0,36.0,45.0,71.0,1.87,38.0,6.0,9.0,10.0,2.0,619.0,370.0,301.0,253.0,65.0,384.0,99.0,285.0,423.0,631.0,9.0,23137.0,2186.0,7994.0,10916.0,4487.0,585.0,23128.0,14880.0,659.0,500.0,152.0,15213.0,727.0,373.0,3.0,471.0,461.0,46.0,7.0,5.0,3.0,2051.0,408.0,509.0,44.5
Bordeaux,39.0,47.4,38.0,418.0,3420.0,50.0,39.0,2.0,4.0,91.0,5.0,1.32,1.03,2.34,1.26,2.29,44.9,41.9,1.18,1.1,38.0,38.0,3420.0,91.0,2.39,194.0,104.0,56.7,6.0,13.0,19.0,2.0,5.3,9.0,7.0,2.0,0.0,38.0,1.0,10.0,3.0,64.5,0.29,-23.5,-0.62,256.0,622.0,41.2,1059.0,133.0,38.9,34.5,329.0,63.8,45.6,546.0,19.0,3.5,79.0,2.08,17.2,145.0,16.0,32.5,3.82,0.11,0.33,0.1,5.1,6.1,13552.0,17385.0,78.0,253745.0,96071.0,5738.0,6654.0,86.2,5627.0,6682.0,84.2,1815.0,3091.0,58.7,326.0,952.0,221.0,59.0,1271.0,15441.0,1886.0,464.0,52.0,176.0,611.0,150.0,80.0,47.0,1.0,815.0,58.0,315.0,768.0,20.21,539.0,73.0,48.0,32.0,91.0,2.39,61.0,12.0,5.0,3.0,1.0,642.0,377.0,321.0,243.0,78.0,357.0,104.0,253.0,454.0,688.0,19.0,21609.0,2364.0,7619.0,10032.0,4195.0,649.0,21605.0,13243.0,609.0,410.0,139.0,13416.0,676.0,313.0,2.0,460.0,391.0,58.0,2.0,9.0,3.0,2134.0,488.0,506.0,49.1
Brest,25.0,43.9,38.0,418.0,3420.0,48.0,32.0,7.0,8.0,59.0,2.0,1.26,0.84,2.11,1.08,1.92,43.4,37.0,1.14,0.97,38.0,38.0,3420.0,57.0,1.5,170.0,115.0,68.8,13.0,9.0,16.0,7.0,18.4,4.0,4.0,0.0,0.0,38.0,0.0,8.0,2.0,51.0,0.28,-4.0,-0.1,290.0,624.0,46.5,877.0,205.0,43.1,37.4,328.0,75.0,53.1,541.0,16.0,3.0,34.0,0.89,14.1,138.0,12.0,35.0,3.63,0.1,0.3,0.1,4.6,4.0,12684.0,16506.0,76.8,242103.0,96714.0,5325.0,6290.0,84.7,5126.0,6166.0,83.1,1852.0,3141.0,59.0,305.0,1087.0,252.0,88.0,1349.0,14535.0,1924.0,484.0,20.0,156.0,710.0,171.0,95.0,56.0,0.0,846.0,47.0,288.0,698.0,18.37,490.0,75.0,43.0,36.0,78.0,2.05,49.0,7.0,7.0,6.0,2.0,682.0,400.0,342.0,249.0,91.0,369.0,108.0,261.0,469.0,707.0,4.0,20760.0,2287.0,6773.0,9255.0,4953.0,692.0,20752.0,12273.0,666.0,490.0,155.0,12570.0,664.0,312.0,0.0,427.0,417.0,47.0,4.0,4.0,2.0,2006.0,618.0,540.0,53.4
Clermont Foot,28.0,50.0,38.0,418.0,3420.0,36.0,25.0,2.0,3.0,65.0,8.0,0.95,0.66,1.61,0.89,1.55,44.4,41.9,1.17,1.1,38.0,38.0,3420.0,69.0,1.82,165.0,99.0,61.2,9.0,9.0,20.0,8.0,21.1,5.0,5.0,0.0,0.0,38.0,0.0,10.0,3.0,50.6,0.28,-15.4,-0.41,124.0,435.0,28.5,886.0,160.0,34.0,32.5,266.0,50.4,37.7,463.0,28.0,6.0,32.0,0.84,13.3,134.0,10.0,30.7,3.53,0.08,0.25,0.1,-8.4,-7.9,15713.0,19560.0,80.3,268742.0,97045.0,7638.0,8645.0,88.4,5961.0,6974.0,85.5,1598.0,2805.0,57.0,326.0,1066.0,263.0,102.0,1370.0,17599.0,1908.0,526.0,28.0,156.0,713.0,179.0,76.0,60.0,1.0,828.0,53.0,332.0,771.0,20.29,553.0,76.0,49.0,30.0,64.0,1.68,43.0,7.0,6.0,3.0,0.0,622.0,361.0,285.0,262.0,75.0,372.0,99.0,273.0,386.0,527.0,9.0,23488.0,2137.0,8082.0,10780.0,4860.0,676.0,23485.0,14941.0,617.0,419.0,142.0,15584.0,618.0,410.0,3.0,387.0,482.0,53.0,2.0,5.0,3.0,2137.0,432.0,466.0,48.1
Lens,28.0,50.7,38.0,418.0,3420.0,60.0,39.0,5.0,5.0,73.0,7.0,1.58,1.03,2.61,1.45,2.47,50.2,46.4,1.32,1.22,38.0,38.0,3418.0,48.0,1.26,145.0,96.0,69.7,17.0,11.0,10.0,8.0,21.1,5.0,4.0,1.0,0.0,38.0,1.0,3.0,0.0,44.9,0.29,-3.1,-0.08,133.0,341.0,39.0,756.0,194.0,33.9,31.1,281.0,30.2,30.5,452.0,34.0,7.5,45.0,1.18,14.9,183.0,14.0,35.8,4.82,0.11,0.3,0.09,9.8,8.6,16573.0,20178.0,82.1,283832.0,99071.0,7613.0,8583.0,88.7,6900.0,7932.0,87.0,1477.0,2498.0,59.1,383.0,1263.0,281.0,70.0,1692.0,18428.0,1692.0,388.0,51.0,172.0,699.0,213.0,70.0,106.0,0.0,718.0,58.0,295.0,900.0,23.68,680.0,60.0,56.0,30.0,106.0,2.79,75.0,4.0,11.0,7.0,3.0,591.0,359.0,273.0,243.0,75.0,360.0,99.0,261.0,455.0,616.0,7.0,24163.0,2058.0,6639.0,12383.0,5399.0,748.0,24158.0,15515.0,763.0,564.0,142.0,16448.0,617.0,336.0,1.0,421.0,357.0,58.0,3.0,5.0,0.0,2051.0,427.0,366.0,53.8
Lille,26.0,50.8,38.0,418.0,3420.0,45.0,29.0,4.0,5.0,98.0,6.0,1.18,0.76,1.95,1.08,1.84,50.5,46.6,1.33,1.23,38.0,38.0,3420.0,48.0,1.26,147.0,105.0,71.4,14.0,13.0,11.0,10.0,26.3,7.0,6.0,1.0,0.0,38.0,1.0,8.0,2.0,39.2,0.23,-6.8,-0.18,162.0,481.0,33.7,729.0,156.0,42.1,35.2,291.0,59.8,45.2,522.0,24.0,4.6,35.0,0.92,14.2,150.0,15.0,32.5,3.95,0.09,0.27,0.1,-5.5,-5.6,15086.0,18926.0,79.7,265491.0,93760.0,6923.0,7842.0,88.3,5970.0,6972.0,85.6,1658.0,2862.0,57.9,344.0,1124.0,266.0,61.0,1487.0,16958.0,1879.0,471.0,47.0,186.0,621.0,201.0,79.0,90.0,0.0,828.0,89.0,354.0,811.0,21.34,592.0,73.0,45.0,35.0,81.0,2.13,50.0,7.0,9.0,8.0,0.0,653.0,359.0,310.0,274.0,69.0,351.0,111.0,240.0,377.0,672.0,6.0,23068.0,2112.0,6990.0,11083.0,5263.0,793.0,23063.0,14302.0,725.0,540.0,183.0,14980.0,655.0,347.0,3.0,446.0,441.0,89.0,5.0,6.0,2.0,2145.0,525.0,492.0,51.6
Lorient,29.0,44.4,38.0,418.0,3420.0,35.0,20.0,3.0,3.0,69.0,4.0,0.92,0.53,1.45,0.84,1.37,41.3,39.0,1.09,1.03,38.0,38.0,3420.0,63.0,1.66,148.0,88.0,60.8,8.0,12.0,18.0,11.0,28.9,6.0,5.0,0.0,1.0,38.0,4.0,4.0,3.0,49.8,0.31,-10.2,-0.27,138.0,499.0,27.7,639.0,124.0,42.4,37.5,310.0,73.5,53.0,568.0,9.0,1.6,25.0,0.66,14.1,146.0,32.0,33.0,3.84,0.07,0.22,0.09,-6.3,-7.0,13156.0,16818.0,78.2,241458.0,86977.0,5597.0,6471.0,86.5,5492.0,6467.0,84.9,1630.0,2876.0,56.7,321.0,998.0,218.0,76.0,1258.0,14950.0,1813.0,441.0,40.0,163.0,588.0,162.0,63.0,55.0,2.0,803.0,55.0,291.0,758.0,19.95,531.0,62.0,50.0,48.0,60.0,1.58,39.0,2.0,4.0,7.0,0.0,696.0,412.0,337.0,292.0,67.0,405.0,115.0,290.0,412.0,776.0,9.0,21037.0,2054.0,6869.0,10009.0,4373.0,597.0,21034.0,12358.0,569.0,446.0,126.0,13060.0,644.0,332.0,3.0,475.0,423.0,55.0,3.0,6.0,3.0,2044.0,433.0,524.0,45.2
Lyon,30.0,58.4,38.0,418.0,3420.0,64.0,45.0,8.0,8.0,65.0,6.0,1.68,1.18,2.87,1.47,2.66,66.9,60.7,1.76,1.6,38.0,38.0,3418.0,51.0,1.34,173.0,124.0,74.6,17.0,11.0,10.0,9.0,23.7,8.0,7.0,1.0,0.0,38.0,1.0,9.0,3.0,50.2,0.25,2.2,0.06,126.0,298.0,42.3,1050.0,185.0,22.6,29.0,253.0,24.1,30.8,459.0,18.0,3.9,35.0,0.92,15.0,192.0,18.0,35.2,5.05,0.1,0.29,0.11,-2.9,-4.7,19787.0,23388.0,84.6,340268.0,116719.0,8987.0,9961.0,90.2,8403.0,9364.0,89.7,1780.0,2835.0,62.8,422.0,1486.0,346.0,66.0,1756.0,21522.0,1804.0,491.0,95.0,139.0,571.0,188.0,85.0,60.0,2.0,782.0,62.0,313.0,986.0,25.95,745.0,65.0,61.0,40.0,111.0,2.92,83.0,4.0,12.0,7.0,0.0,632.0,367.0,264.0,270.0,98.0,385.0,91.0,294.0,396.0,621.0,17.0,27712.0,2276.0,7862.0,13801.0,6302.0,913.0,27704.0,18559.0,781.0,625.0,207.0,19671.0,704.0,408.0,2.0,436.0,424.0,62.0,6.0,8.0,3.0,2129.0,470.0,409.0,53.5
Marseille,27.0,61.7,38.0,418.0,3420.0,61.0,40.0,10.0,10.0,61.0,3.0,1.61,1.05,2.66,1.34,2.39,58.2,50.5,1.53,1.33,38.0,38.0,3420.0,38.0,1.0,112.0,75.0,69.6,21.0,8.0,9.0,15.0,39.5,4.0,4.0,0.0,0.0,38.0,0.0,8.0,1.0,36.6,0.31,-0.4,-0.01,119.0,352.0,33.8,1498.0,182.0,18.3,26.3,234.0,33.3,33.7,406.0,25.0,6.2,67.0,1.76,18.2,157.0,28.0,32.1,4.13,0.1,0.32,0.1,2.8,0.5,21253.0,24524.0,86.7,361998.0,109449.0,9918.0,10745.0,92.3,8776.0,9635.0,91.1,1878.0,2900.0,64.8,384.0,1547.0,336.0,59.0,1866.0,22709.0,1755.0,538.0,57.0,176.0,619.0,217.0,100.0,81.0,0.0,692.0,60.0,306.0,904.0,23.79,662.0,78.0,53.0,54.0,110.0,2.89,75.0,7.0,8.0,12.0,3.0,556.0,319.0,252.0,238.0,66.0,263.0,65.0,198.0,327.0,437.0,10.0,27998.0,1932.0,7517.0,14192.0,6507.0,861.0,27988.0,19841.0,762.0,630.0,200.0,21071.0,569.0,328.0,1.0,347.0,459.0,60.0,10.0,4.0,1.0,1862.0,368.0,323.0,53.3
Metz,36.0,42.9,38.0,418.0,3420.0,33.0,24.0,1.0,1.0,94.0,9.0,0.87,0.63,1.5,0.84,1.47,29.2,28.4,0.77,0.75,38.0,38.0,3417.0,69.0,1.82,178.0,111.0,64.0,6.0,13.0,19.0,8.0,21.1,5.0,5.0,0.0,0.0,38.0,1.0,9.0,2.0,57.2,0.3,-9.8,-0.26,234.0,611.0,38.3,717.0,224.0,46.7,39.4,335.0,82.4,56.7,582.0,49.0,8.4,55.0,1.45,14.2,112.0,16.0,30.3,2.95,0.09,0.29,0.08,3.8,3.6,12069.0,15688.0,76.9,222449.0,84751.0,5120.0,6014.0,85.1,5157.0,6079.0,84.8,1430.0,2715.0,52.7,275.0,818.0,126.0,49.0,1015.0,13854.0,1786.0,476.0,34.0,137.0,581.0,142.0,43.0,76.0,0.0,729.0,48.0,299.0,634.0,16.68,449.0,62.0,36.0,41.0,55.0,1.45,39.0,3.0,5.0,5.0,0.0,711.0,442.0,395.0,275.0,41.0,452.0,139.0,313.0,507.0,782.0,11.0,20273.0,2201.0,7342.0,9598.0,3595.0,412.0,20272.0,12090.0,572.0,464.0,90.0,11964.0,710.0,364.0,2.0,514.0,417.0,48.0,1.0,5.0,2.0,2092.0,527.0,529.0,49.9
