player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Ismael Aaneba,fr FRA,DF,Strasbourg,21,1999,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,38.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunis Abdelhamid,ma MAR,DF,Reims,32,1987,33.0,33.0,2889.0,3.0,0.0,0.0,0.0,4.0,1.0,0.09,0.0,0.09,0.09,0.09,1.9,1.9,0.06,0.06,32.1,5.0,0.0,33.3,0.16,0.2,0.6,0.13,1.1,1.1,1506.0,1762.0,85.5,30174.0,12190.0,427.0,483.0,88.4,909.0,999.0,91.0,154.0,238.0,64.7,4.0,76.0,1.0,0.0,99.0,1697.0,60.0,60.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,0.53,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,37.0,36.0,23.0,0.0,34.0,15.0,19.0,61.0,132.0,0.0,2103.0,230.0,1160.0,920.0,38.0,23.0,2103.0,1255.0,18.0,5.0,1.0,1354.0,14.0,12.0,0.0,37.0,22.0,0.0,0.0,1.0,0.0,200.0,92.0,53.0,63.4
Mehdi Abeid,dz ALG,MF,Nantes,27,1992,18.0,15.0,1320.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.07,14.7,0.0,1.0,0.0,0.0,0.0,0.0,0.05,-1.0,-1.0,605.0,718.0,84.3,10646.0,2928.0,279.0,298.0,93.6,239.0,266.0,89.8,70.0,116.0,60.3,12.0,64.0,7.0,4.0,65.0,662.0,52.0,33.0,0.0,9.0,40.0,14.0,7.0,7.0,0.0,5.0,4.0,7.0,31.0,2.11,18.0,5.0,1.0,2.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,34.0,19.0,16.0,14.0,4.0,9.0,2.0,7.0,20.0,10.0,0.0,852.0,23.0,184.0,541.0,149.0,10.0,852.0,532.0,32.0,23.0,3.0,561.0,23.0,10.0,0.0,31.0,22.0,1.0,0.0,0.0,0.0,108.0,13.0,18.0,41.9
Laurent Abergel,fr FRA,MF,Lorient,27,1993,38.0,32.0,2963.0,3.0,1.0,0.0,0.0,5.0,0.0,0.09,0.03,0.12,0.09,0.12,1.5,1.5,0.05,0.05,32.9,10.0,0.0,34.5,0.3,0.1,0.3,0.05,1.5,1.5,1288.0,1564.0,82.4,22633.0,6551.0,591.0,661.0,89.4,524.0,596.0,87.9,145.0,224.0,64.7,20.0,115.0,13.0,4.0,138.0,1521.0,38.0,31.0,1.0,11.0,26.0,0.0,0.0,0.0,0.0,7.0,5.0,34.0,59.0,1.79,45.0,0.0,6.0,4.0,9.0,0.27,6.0,0.0,1.0,1.0,0.0,145.0,84.0,64.0,69.0,12.0,64.0,6.0,58.0,46.0,12.0,0.0,1940.0,31.0,486.0,1210.0,280.0,12.0,1940.0,1075.0,32.0,32.0,4.0,1288.0,53.0,44.0,0.0,44.0,37.0,0.0,1.0,0.0,0.0,231.0,9.0,17.0,34.6
Charles Abi,fr FRA,"FW,MF",Saint-Étienne,20,2000,24.0,9.0,912.0,3.0,2.0,0.0,0.0,1.0,0.0,0.3,0.2,0.49,0.3,0.49,2.1,2.1,0.21,0.21,10.1,4.0,0.0,21.1,0.39,0.16,0.75,0.11,0.9,0.9,128.0,202.0,63.4,1703.0,317.0,81.0,111.0,73.0,27.0,44.0,61.4,9.0,17.0,52.9,6.0,11.0,6.0,0.0,21.0,192.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.38,11.0,0.0,0.0,1.0,3.0,0.3,2.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,3.0,6.0,2.0,4.0,4.0,5.0,0.0,320.0,9.0,38.0,138.0,146.0,36.0,320.0,166.0,13.0,15.0,2.0,242.0,33.0,20.0,0.0,18.0,7.0,7.0,0.0,0.0,0.0,26.0,37.0,59.0,38.5
Matthis Abline,fr FRA,FW,Rennes,17,2003,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Abou Cissé,sn SEN,DF,Saint-Étienne,24,1995,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,0.1,14.0,3.0,0.0,23.1,0.21,0.0,0.0,0.11,-1.4,-1.4,521.0,681.0,76.5,11246.0,4984.0,159.0,187.0,85.0,262.0,307.0,85.3,93.0,169.0,55.0,3.0,31.0,1.0,0.0,31.0,653.0,27.0,25.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,0.64,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,10.0,5.0,0.0,7.0,4.0,3.0,27.0,87.0,0.0,858.0,115.0,504.0,335.0,22.0,16.0,858.0,440.0,2.0,2.0,1.0,463.0,9.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,97.0,55.0,15.0,78.6
Yacine Adli,fr FRA,MF,Bordeaux,20,2000,35.0,25.0,2418.0,2.0,5.0,0.0,0.0,6.0,0.0,0.07,0.19,0.26,0.07,0.26,1.9,1.9,0.07,0.07,26.9,9.0,1.0,37.5,0.33,0.08,0.22,0.08,0.1,0.1,1327.0,1631.0,81.4,24310.0,6907.0,569.0,643.0,88.5,548.0,642.0,85.4,167.0,251.0,66.5,53.0,158.0,20.0,2.0,188.0,1559.0,65.0,40.0,6.0,25.0,53.0,18.0,7.0,8.0,0.0,6.0,7.0,22.0,104.0,3.87,78.0,10.0,2.0,3.0,10.0,0.37,7.0,1.0,1.0,1.0,0.0,74.0,37.0,30.0,33.0,11.0,27.0,2.0,25.0,39.0,17.0,2.0,1920.0,40.0,348.0,1217.0,390.0,25.0,1920.0,1179.0,54.0,50.0,10.0,1422.0,42.0,41.0,0.0,39.0,37.0,0.0,0.0,0.0,0.0,172.0,27.0,27.0,50.0
Nayef Aguerd,ma MAR,DF,Rennes,24,1996,35.0,35.0,3147.0,3.0,1.0,0.0,0.0,6.0,0.0,0.09,0.03,0.11,0.09,0.11,3.2,3.2,0.09,0.09,35.0,6.0,0.0,21.4,0.17,0.11,0.5,0.12,-0.2,-0.2,2449.0,2712.0,90.3,45688.0,18953.0,976.0,1021.0,95.6,1198.0,1282.0,93.4,251.0,365.0,68.8,5.0,126.0,1.0,0.0,136.0,2631.0,80.0,79.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,20.0,0.57,17.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,37.0,30.0,28.0,9.0,0.0,34.0,22.0,12.0,47.0,102.0,0.0,3016.0,241.0,1281.0,1679.0,75.0,38.0,3016.0,1885.0,14.0,16.0,1.0,2257.0,11.0,10.0,0.0,22.0,29.0,2.0,0.0,1.0,0.0,197.0,121.0,71.0,63.0
Ruben Aguilar,fr FRA,"DF,MF",Monaco,27,1993,33.0,27.0,2225.0,1.0,3.0,0.0,0.0,6.0,0.0,0.04,0.12,0.16,0.04,0.16,0.9,0.9,0.03,0.03,24.7,3.0,0.0,37.5,0.12,0.13,0.33,0.11,0.1,0.1,1265.0,1568.0,80.7,19271.0,5384.0,721.0,779.0,92.6,420.0,535.0,78.5,87.0,166.0,52.4,41.0,77.0,39.0,21.0,101.0,1341.0,221.0,32.0,1.0,14.0,118.0,22.0,8.0,11.0,0.0,167.0,6.0,24.0,78.0,3.15,56.0,10.0,1.0,7.0,7.0,0.28,4.0,1.0,0.0,1.0,0.0,63.0,37.0,32.0,21.0,10.0,30.0,3.0,27.0,47.0,43.0,1.0,1876.0,53.0,371.0,890.0,633.0,58.0,1876.0,944.0,74.0,52.0,4.0,1171.0,40.0,14.0,0.0,39.0,36.0,1.0,1.0,0.0,0.0,139.0,46.0,38.0,54.8
