player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Trustin van 't Loo,nl NED,MF,Heerenveen,17,2004,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.39,0.39,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-0.1,2.0,7.0,28.6,23.0,2.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,6.0,3.0,10.0,8.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
Dirk Abels,nl NED,"DF,MF",Sparta R'dam,24,1997,33.0,33.0,2897.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.03,0.03,32.2,4.0,0.0,28.6,0.12,0.0,0.0,0.06,-0.8,-0.8,1049.0,1460.0,71.8,18151.0,8357.0,469.0,565.0,83.0,460.0,602.0,76.4,94.0,218.0,43.1,12.0,90.0,7.0,3.0,97.0,1175.0,279.0,31.0,1.0,5.0,19.0,0.0,0.0,0.0,0.0,248.0,6.0,18.0,27.0,0.84,17.0,5.0,3.0,0.0,2.0,0.06,1.0,0.0,1.0,0.0,0.0,65.0,39.0,27.0,33.0,5.0,32.0,10.0,22.0,49.0,112.0,0.0,1820.0,152.0,651.0,919.0,263.0,14.0,1820.0,752.0,23.0,15.0,4.0,837.0,27.0,8.0,0.0,22.0,14.0,1.0,0.0,0.0,0.0,205.0,37.0,26.0,58.7
Zakaria Aboukhlal,ma MAR,"FW,MF",AZ Alkmaar,21,2000,31.0,5.0,815.0,4.0,1.0,0.0,0.0,1.0,0.0,0.44,0.11,0.55,0.44,0.55,4.6,4.6,0.5,0.5,9.1,14.0,0.0,36.8,1.55,0.11,0.29,0.12,-0.6,-0.6,170.0,249.0,68.3,2278.0,616.0,96.0,132.0,72.7,56.0,70.0,80.0,6.0,10.0,60.0,7.0,6.0,14.0,2.0,27.0,240.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,1.0,17.0,25.0,2.76,14.0,0.0,3.0,4.0,4.0,0.44,1.0,0.0,2.0,1.0,0.0,13.0,10.0,4.0,4.0,5.0,15.0,0.0,15.0,6.0,3.0,0.0,440.0,4.0,45.0,141.0,260.0,59.0,440.0,270.0,27.0,23.0,10.0,301.0,53.0,16.0,0.0,13.0,13.0,7.0,0.0,0.0,0.0,39.0,16.0,21.0,43.2
Paulos Abraham,se SWE,"FW,MF",Groningen,19,2002,29.0,16.0,1353.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,2.0,2.0,0.13,0.13,15.0,8.0,0.0,33.3,0.53,0.0,0.0,0.08,-2.0,-2.0,210.0,310.0,67.7,3297.0,877.0,103.0,124.0,83.1,75.0,106.0,70.8,19.0,39.0,48.7,13.0,25.0,12.0,4.0,37.0,305.0,5.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,12.0,42.0,2.79,29.0,0.0,5.0,1.0,7.0,0.46,5.0,0.0,0.0,0.0,1.0,17.0,10.0,2.0,9.0,6.0,20.0,0.0,20.0,5.0,4.0,0.0,507.0,9.0,72.0,221.0,225.0,53.0,507.0,312.0,41.0,28.0,12.0,342.0,53.0,20.0,0.0,22.0,13.0,6.0,0.0,0.0,0.0,69.0,12.0,28.0,30.0
Shawn Adewoye,be BEL,DF,RKC Waalwijk,21,2000,22.0,18.0,1717.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.01,0.01,19.1,1.0,0.0,25.0,0.05,0.0,0.0,0.07,-0.3,-0.3,579.0,748.0,77.4,11420.0,3966.0,187.0,224.0,83.5,316.0,366.0,86.3,67.0,121.0,55.4,6.0,35.0,1.0,0.0,45.0,718.0,27.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,11.0,14.0,0.73,11.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,32.0,13.0,23.0,7.0,2.0,28.0,15.0,13.0,49.0,91.0,1.0,995.0,172.0,590.0,387.0,26.0,10.0,995.0,478.0,11.0,7.0,1.0,490.0,14.0,4.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0,118.0,48.0,32.0,60.0
Luka Adžić,rs SRB,"FW,MF",Zwolle,22,1998,16.0,7.0,725.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,2.2,2.2,0.28,0.28,8.1,4.0,2.0,21.1,0.5,0.0,0.0,0.13,-2.2,-2.2,191.0,298.0,64.1,3058.0,1014.0,99.0,134.0,73.9,51.0,80.0,63.8,24.0,47.0,51.1,22.0,13.0,10.0,8.0,19.0,246.0,49.0,4.0,0.0,4.0,75.0,41.0,27.0,13.0,0.0,3.0,3.0,7.0,38.0,4.72,17.0,14.0,3.0,2.0,2.0,0.25,1.0,1.0,0.0,0.0,0.0,6.0,5.0,2.0,3.0,1.0,5.0,0.0,5.0,3.0,3.0,0.0,407.0,2.0,28.0,136.0,248.0,36.0,407.0,240.0,34.0,16.0,12.0,284.0,38.0,16.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,35.0,8.0,20.0,28.6
Joost van Aken,nl NED,DF,Heerenveen,27,1994,3.0,2.0,199.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45,0.9,0.9,0.39,0.39,2.2,3.0,0.0,50.0,1.36,0.17,0.33,0.14,0.1,0.1,90.0,114.0,78.9,1674.0,693.0,34.0,40.0,85.0,44.0,51.0,86.3,11.0,22.0,50.0,1.0,4.0,0.0,0.0,5.0,112.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.26,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,133.0,15.0,58.0,61.0,15.0,11.0,133.0,70.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,9.0,3.0,75.0
Ali Akman,tr TUR,FW,NEC Nijmegen,19,2002,28.0,19.0,1569.0,6.0,0.0,0.0,0.0,1.0,1.0,0.34,0.0,0.34,0.34,0.34,4.1,4.1,0.24,0.24,17.4,15.0,0.0,48.4,0.86,0.19,0.4,0.13,1.9,1.9,374.0,498.0,75.1,5166.0,930.0,219.0,270.0,81.1,102.0,133.0,76.7,23.0,36.0,63.9,27.0,22.0,12.0,3.0,38.0,464.0,33.0,2.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,13.0,58.0,3.33,43.0,1.0,2.0,3.0,3.0,0.17,0.0,0.0,0.0,0.0,1.0,13.0,7.0,1.0,6.0,6.0,13.0,0.0,13.0,6.0,1.0,1.0,686.0,2.0,47.0,336.0,312.0,60.0,686.0,397.0,18.0,24.0,6.0,502.0,66.0,30.0,0.0,13.0,20.0,17.0,0.0,0.0,0.0,63.0,16.0,37.0,30.2
Hamdi Akujobi,nl NED,"DF,FW",Heerenveen,21,2000,5.0,1.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.45,0.45,1.6,1.0,0.0,33.3,0.63,0.0,0.0,0.24,-0.7,-0.7,82.0,103.0,79.6,1348.0,416.0,39.0,45.0,86.7,35.0,39.0,89.7,6.0,13.0,46.2,0.0,3.0,1.0,1.0,3.0,84.0,19.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,4.0,2.54,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,8.0,1.0,137.0,6.0,46.0,55.0,37.0,6.0,137.0,75.0,7.0,8.0,1.0,79.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,66.7
Pontus Almqvist,se SWE,"FW,MF",Utrecht,22,1999,7.0,2.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.31,0.31,2.9,1.0,0.0,14.3,0.35,0.0,0.0,0.13,-0.9,-0.9,33.0,48.0,68.8,484.0,75.0,20.0,28.0,71.4,10.0,14.0,71.4,1.0,2.0,50.0,3.0,1.0,2.0,1.0,3.0,44.0,4.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,2.43,5.0,1.0,0.0,1.0,1.0,0.35,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,95.0,2.0,11.0,43.0,44.0,9.0,95.0,55.0,4.0,5.0,1.0,63.0,18.0,7.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,9.0,3.0,5.0,37.5
